"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2011","31","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/02/2011","29","","Flemington","34-019-0001","AQS"
"01/03/2011","35","","MT NINHAM","36-079-0005","AQS"
"01/04/2011","25","","MILLBROOK","36-027-0007","AQS"
"01/05/2011","32","","MT NINHAM","36-079-0005","AQS"
"01/06/2011","28","","Chester","34-027-3001","AQS"
"01/07/2011","22","","MILLBROOK","36-027-0007","AQS"
"01/08/2011","31","","Rockland County","36-087-0005","AQS"
"01/09/2011","34","","MT NINHAM","36-079-0005","AQS"
"01/10/2011","36","","MT NINHAM","36-079-0005","AQS"
"01/11/2011","31","","MT NINHAM","36-079-0005","AQS"
"01/12/2011","34","","Rockland County","36-087-0005","AQS"
"01/13/2011","35","","MT NINHAM","36-079-0005","AQS"
"01/14/2011","33","","MT NINHAM","36-079-0005","AQS"
"01/15/2011","30","","Rutgers University","34-023-0011","AQS"
"01/16/2011","36","","MT NINHAM","36-079-0005","AQS"
"01/17/2011","38","","MT NINHAM","36-079-0005","AQS"
"01/18/2011","31","","BABYLON","36-103-0002","AQS"
"01/19/2011","25","","MT NINHAM","36-079-0005","AQS"
"01/20/2011","34","","Rockland County","36-087-0005","AQS"
"01/21/2011","33","","Flemington","34-019-0001","AQS"
"01/22/2011","32","","Rockland County","36-087-0005","AQS"
"01/23/2011","33","","Rockland County","36-087-0005","AQS"
"01/24/2011","31","","MILLBROOK","36-027-0007","AQS"
"01/25/2011","20","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/26/2011","26","","Flemington","34-019-0001","AQS"
"01/27/2011","35","","MT NINHAM","36-079-0005","AQS"
"01/28/2011","27","","MILLBROOK","36-027-0007","AQS"
"01/29/2011","33","","Rockland County","36-087-0005","AQS"
"01/30/2011","35","","Rockland County","36-087-0005","AQS"
"01/31/2011","38","","MT NINHAM","36-079-0005","AQS"
"02/01/2011","32","","MT NINHAM","36-079-0005","AQS"
"02/02/2011","33","","Flemington","34-019-0001","AQS"
"02/03/2011","40","","Flemington","34-019-0001","AQS"
"02/04/2011","36","","MT NINHAM","36-079-0005","AQS"
"02/05/2011","30","","Rockland County","36-087-0005","AQS"
"02/06/2011","43","","Rutgers University","34-023-0011","AQS"
"02/07/2011","36","","SUSAN WAGNER HS","36-085-0067","AQS"
"02/08/2011","37","","Flemington","34-019-0001","AQS"
"02/09/2011","35","","MT NINHAM","36-079-0005","AQS"
"02/10/2011","38","","Rockland County","36-087-0005","AQS"
"02/11/2011","33","","Flemington","34-019-0001","AQS"
"02/12/2011","44","","Rockland County","36-087-0005","AQS"
"02/13/2011","41","","MT NINHAM","36-079-0005","AQS"
"02/14/2011","45","","Rockland County","36-087-0005","AQS"
"02/15/2011","41","","MT NINHAM","36-079-0005","AQS"
"02/16/2011","41","","Leonia","34-003-0006","AQS"
"02/17/2011","44","","Chester","34-027-3001","AQS"
"02/18/2011","44","","MT NINHAM","36-079-0005","AQS"
"02/19/2011","43","","Rockland County","36-087-0005","AQS"
"02/20/2011","41","","Rockland County","36-087-0005","AQS"
"02/21/2011","37","","Flemington","34-019-0001","AQS"
"02/22/2011","37","","Ramapo","34-031-5001","AQS"
"02/23/2011","39","","MILLBROOK","36-027-0007","AQS"
"02/24/2011","35","","Colliers Mills","34-029-0006","AQS"
"02/25/2011","37","","Rockland County","36-087-0005","AQS"
"02/26/2011","42","","Rockland County","36-087-0005","AQS"
"02/27/2011","43","","Rockland County","36-087-0005","AQS"
"02/28/2011","39","","Rockland County","36-087-0005","AQS"
"03/01/2011","42","","Rockland County","36-087-0005","AQS"
"03/02/2011","41","","Rockland County","36-087-0005","AQS"
"03/03/2011","39","","Flemington","34-019-0001","AQS"
"03/04/2011","44","","SUSAN WAGNER HS","36-085-0067","AQS"
"03/05/2011","48","","BABYLON","36-103-0002","AQS"
"03/06/2011","47","","BABYLON","36-103-0002","AQS"
"03/07/2011","44","","BABYLON","36-103-0002","AQS"
"03/08/2011","39","","MILLBROOK","36-027-0007","AQS"
"03/09/2011","43","","BABYLON","36-103-0002","AQS"
"03/10/2011","44","","BABYLON","36-103-0002","AQS"
"03/11/2011","42","","RIVERHEAD","36-103-0004","AQS"
"03/12/2011","41","","Colliers Mills","34-029-0006","AQS"
"03/13/2011","42","","BABYLON","36-103-0002","AQS"
"03/14/2011","34","","Flemington","34-019-0001","AQS"
"03/15/2011","38","","SUSAN WAGNER HS","36-085-0067","AQS"
"03/16/2011","33","","Flemington","34-019-0001","AQS"
"03/17/2011","49","","Rockland County","36-087-0005","AQS"
"03/18/2011","49","","RIVERHEAD","36-103-0004","AQS"
"03/19/2011","45","","BABYLON","36-103-0002","AQS"
"03/20/2011","44","","BABYLON","36-103-0002","AQS"
"03/21/2011","41","","BABYLON","36-103-0002","AQS"
"03/22/2011","42","","BABYLON","36-103-0002","AQS"
"03/23/2011","38","","Colliers Mills","34-029-0006","AQS"
"03/24/2011","44","","Chester","34-027-3001","AQS"
"03/25/2011","42","","Rockland County","36-087-0005","AQS"
"03/26/2011","45","","Flemington","34-019-0001","AQS"
"03/27/2011","45","","Rockland County","36-087-0005","AQS"
"03/28/2011","45","","Rockland County","36-087-0005","AQS"
"03/29/2011","45","","Flemington","34-019-0001","AQS"
"03/30/2011","46","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"03/31/2011","44","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"04/01/2011","44","","Rockland County","36-087-0005","AQS"
"04/02/2011","50","","Rockland County","36-087-0005","AQS"
"04/03/2011","50","","Rutgers University","34-023-0011","AQS"
"04/04/2011","48","","RIVERHEAD","36-103-0004","AQS"
"04/05/2011","41","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"04/06/2011","44","","Rutgers University","34-023-0011","AQS"
"04/07/2011","44","","MILLBROOK","36-027-0007","AQS"
"04/08/2011","43","","MILLBROOK","36-027-0007","AQS"
"04/09/2011","54","","SUSAN WAGNER HS","36-085-0067","AQS"
"04/10/2011","47","","RIVERHEAD","36-103-0004","AQS"
"04/11/2011","44","","Rutgers University","34-023-0011","AQS"
"04/12/2011","48","","Rockland County","36-087-0005","AQS"
"04/13/2011","47","","Rockland County","36-087-0005","AQS"
"04/14/2011","49","","Flemington","34-019-0001","AQS"
"04/15/2011","41","","MT NINHAM","36-079-0005","AQS"
"04/16/2011","48","","Rutgers University","34-023-0011","AQS"
"04/17/2011","48","","Rutgers University","34-023-0011","AQS"
"04/18/2011","48","","Colliers Mills","34-029-0006","AQS"
"04/19/2011","39","","Rutgers University","34-023-0011","AQS"
"04/20/2011","44","","Colliers Mills","34-029-0006","AQS"
"04/21/2011","49","","Colliers Mills","34-029-0006","AQS"
"04/22/2011","41","","Ramapo","34-031-5001","AQS"
"04/23/2011","42","","RIVERHEAD","36-103-0004","AQS"
"04/24/2011","51","","Rutgers University","34-023-0011","AQS"
"04/25/2011","45","","Colliers Mills","34-029-0006","AQS"
"04/26/2011","42","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"04/27/2011","31","","RIVERHEAD","36-103-0004","AQS"
"04/28/2011","48","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"04/29/2011","136","","MT NINHAM","36-079-0005","AQS"
"04/30/2011","50","","MT NINHAM","36-079-0005","AQS"
"05/01/2011","46","","Flemington","34-019-0001","AQS"
"05/02/2011","43","","Colliers Mills","34-029-0006","AQS"
"05/03/2011","51","","Flemington","34-019-0001","AQS"
"05/04/2011","32","","RIVERHEAD","36-103-0004","AQS"
"05/05/2011","48","","Chester","34-027-3001","AQS"
"05/06/2011","74","","SUSAN WAGNER HS","36-085-0067","AQS"
"05/07/2011","64","","BABYLON","36-103-0002","AQS"
"05/08/2011","54","","SUSAN WAGNER HS","36-085-0067","AQS"
"05/09/2011","39","","Colliers Mills","34-029-0006","AQS"
"05/10/2011","47","","Colliers Mills","34-029-0006","AQS"
"05/11/2011","44","","Flemington","34-019-0001","AQS"
"05/12/2011","51","","Flemington","34-019-0001","AQS"
"05/13/2011","41","","Monmouth University","34-025-0005","AQS"
"05/14/2011","36","","BABYLON","36-103-0002","AQS"
"05/15/2011","49","","BABYLON","36-103-0002","AQS"
"05/16/2011","44","","Monmouth University","34-025-0005","AQS"
"05/17/2011","44","","Colliers Mills","34-029-0006","AQS"
"05/18/2011","43","","Monmouth University","34-025-0005","AQS"
"05/19/2011","50","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"05/20/2011","49","","RIVERHEAD","36-103-0004","AQS"
"05/21/2011","87","","Monmouth University","34-025-0005","AQS"
"05/22/2011","51","","SUSAN WAGNER HS","36-085-0067","AQS"
"05/23/2011","39","","BABYLON","36-103-0002","AQS"
"05/24/2011","67","","Monmouth University","34-025-0005","AQS"
"05/25/2011","90","","Rutgers University","34-023-0011","AQS"
"05/26/2011","93","","Flemington","34-019-0001","AQS"
"05/27/2011","115","","Ramapo","34-031-5001","AQS"
"05/28/2011","48","","Flemington","34-019-0001","AQS"
"05/29/2011","58","","Flemington","34-019-0001","AQS"
"05/30/2011","97","","Monmouth University","34-025-0005","AQS"
"05/31/2011","119","","Rutgers University","34-023-0011","AQS"
"06/01/2011","166","","Rutgers University","34-023-0011","AQS"
"06/02/2011","64","","Colliers Mills","34-029-0006","AQS"
"06/03/2011","49","","RIVERHEAD","36-103-0004","AQS"
"06/04/2011","49","","BABYLON","36-103-0002","AQS"
"06/05/2011","42","","Flemington","34-019-0001","AQS"
"06/06/2011","122","","SUSAN WAGNER HS","36-085-0067","AQS"
"06/07/2011","172","","Monmouth University","34-025-0005","AQS"
"06/08/2011","159","","Colliers Mills","34-029-0006","AQS"
"06/09/2011","197","","BABYLON","36-103-0002","AQS"
"06/10/2011","136","","Leonia","34-003-0006","AQS"
"06/11/2011","48","","Monmouth University","34-025-0005","AQS"
"06/12/2011","40","","Rutgers University","34-023-0011","AQS"
"06/13/2011","41","","RIVERHEAD","36-103-0004","AQS"
"06/14/2011","32","","Monmouth University","34-025-0005","AQS"
"06/15/2011","49","","Monmouth University","34-025-0005","AQS"
"06/16/2011","93","","RIVERHEAD","36-103-0004","AQS"
"06/17/2011","67","","Flemington","34-019-0001","AQS"
"06/18/2011","126","","Colliers Mills","34-029-0006","AQS"
"06/19/2011","71","","Colliers Mills","34-029-0006","AQS"
"06/20/2011","97","","Flemington","34-019-0001","AQS"
"06/21/2011","87","","MILLBROOK","36-027-0007","AQS"
"06/22/2011","54","","Flemington","34-019-0001","AQS"
"06/23/2011","46","","Colliers Mills","34-029-0006","AQS"
"06/24/2011","46","","Colliers Mills","34-029-0006","AQS"
"06/25/2011","77","","BABYLON","36-103-0002","AQS"
"06/26/2011","54","","BABYLON","36-103-0002","AQS"
"06/27/2011","71","","Rutgers University","34-023-0011","AQS"
"06/28/2011","115","","MILLBROOK","36-027-0007","AQS"
"06/29/2011","67","","Monmouth University","34-025-0005","AQS"
"06/30/2011","61","","Colliers Mills","34-029-0006","AQS"
"07/01/2011","54","","Monmouth University","34-025-0005","AQS"
"07/02/2011","90","","SUSAN WAGNER HS","36-085-0067","AQS"
"07/03/2011","80","","RIVERHEAD","36-103-0004","AQS"
"07/04/2011","126","","BABYLON","36-103-0002","AQS"
"07/05/2011","108","","BABYLON","36-103-0002","AQS"
"07/06/2011","133","","Newark Firehouse","34-013-0003","AQS"
"07/07/2011","185","","BABYLON","36-103-0002","AQS"
"07/08/2011","90","","Rockland County","36-087-0005","AQS"
"07/09/2011","50","","Monmouth University","34-025-0005","AQS"
"07/10/2011","97","","WHITE PLAINS","36-119-2004","AQS"
"07/11/2011","136","","Leonia","34-003-0006","AQS"
"07/12/2011","90","","Rutgers University","34-023-0011","AQS"
"07/13/2011","47","","Colliers Mills","34-029-0006","AQS"
"07/14/2011","50","","Colliers Mills","34-029-0006","AQS"
"07/15/2011","93","","BABYLON","36-103-0002","AQS"
"07/16/2011","156","","BABYLON","36-103-0002","AQS"
"07/17/2011","77","","MILLBROOK","36-027-0007","AQS"
"07/18/2011","136","","Monmouth University","34-025-0005","AQS"
"07/19/2011","161","","Rutgers University","34-023-0011","AQS"
"07/20/2011","185","","MILLBROOK","36-027-0007","AQS"
"07/21/2011","166","","Rutgers University","34-023-0011","AQS"
"07/22/2011","209","","BABYLON","36-103-0002","AQS"
"07/23/2011","147","","BABYLON","36-103-0002","AQS"
"07/24/2011","133","","Monmouth University","34-025-0005","AQS"
"07/25/2011","42","","Flemington","34-019-0001","AQS"
"07/26/2011","67","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/27/2011","48","","Monmouth University","34-025-0005","AQS"
"07/28/2011","90","","SUSAN WAGNER HS","36-085-0067","AQS"
"07/29/2011","119","","Rutgers University","34-023-0011","AQS"
"07/30/2011","49","","BABYLON","36-103-0002","AQS"
"07/31/2011","129","","SUSAN WAGNER HS","36-085-0067","AQS"
"08/01/2011","122","","Colliers Mills","34-029-0006","AQS"
"08/02/2011","49","","Monmouth University","34-025-0005","AQS"
"08/03/2011","58","","SUSAN WAGNER HS","36-085-0067","AQS"
"08/04/2011","74","","SUSAN WAGNER HS","36-085-0067","AQS"
"08/05/2011","105","","Flemington","34-019-0001","AQS"
"08/06/2011","67","","SUSAN WAGNER HS","36-085-0067","AQS"
"08/07/2011","61","","Leonia","34-003-0006","AQS"
"08/08/2011","64","","BABYLON","36-103-0002","AQS"
"08/09/2011","61","","BABYLON","36-103-0002","AQS"
"08/10/2011","74","","RIVERHEAD","36-103-0004","AQS"
"08/11/2011","44","","BABYLON","36-103-0002","AQS"
"08/12/2011","50","","Monmouth University","34-025-0005","AQS"
"08/13/2011","80","","Monmouth University","34-025-0005","AQS"
"08/14/2011","50","","BABYLON","36-103-0002","AQS"
"08/15/2011","42","","Rutgers University","34-023-0011","AQS"
"08/16/2011","35","","MILLBROOK","36-027-0007","AQS"
"08/17/2011","47","","Leonia","34-003-0006","AQS"
"08/18/2011","74","","Flemington","34-019-0001","AQS"
"08/19/2011","93","","Flemington","34-019-0001","AQS"
"08/20/2011","126","","BABYLON","36-103-0002","AQS"
"08/21/2011","45","","Chester","34-027-3001","AQS"
"08/22/2011","35","","RIVERHEAD","36-103-0004","AQS"
"08/23/2011","43","","BABYLON","36-103-0002","AQS"
"08/24/2011","71","","Chester","34-027-3001","AQS"
"08/25/2011","43","","RIVERHEAD","36-103-0004","AQS"
"08/26/2011","80","","Rutgers University","34-023-0011","AQS"
"08/27/2011","30","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/28/2011","31","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/29/2011","36","","BABYLON","36-103-0002","AQS"
"08/30/2011","48","","SUSAN WAGNER HS","36-085-0067","AQS"
"08/31/2011","58","","Colliers Mills","34-029-0006","AQS"
"09/01/2011","93","","MILLBROOK","36-027-0007","AQS"
"09/02/2011","42","","Flemington","34-019-0001","AQS"
"09/03/2011","90","","SUSAN WAGNER HS","36-085-0067","AQS"
"09/04/2011","77","","Leonia","34-003-0006","AQS"
"09/05/2011","36","","Rockland County","36-087-0005","AQS"
"09/06/2011","46","","RIVERHEAD","36-103-0004","AQS"
"09/07/2011","37","","Rockland County","36-087-0005","AQS"
"09/08/2011","27","","Leonia","34-003-0006","AQS"
"09/09/2011","43","","Leonia","34-003-0006","AQS"
"09/10/2011","44","","Colliers Mills","34-029-0006","AQS"
"09/11/2011","30","","WHITE PLAINS","36-119-2004","AQS"
"09/12/2011","49","","BABYLON","36-103-0002","AQS"
"09/13/2011","93","","SUSAN WAGNER HS","36-085-0067","AQS"
"09/14/2011","97","","Newark Firehouse","34-013-0003","AQS"
"09/15/2011","39","","RIVERHEAD","36-103-0004","AQS"
"09/16/2011","28","","RIVERHEAD","36-103-0004","AQS"
"09/17/2011","27","","RIVERHEAD","36-103-0004","AQS"
"09/18/2011","34","","Ramapo","34-031-5001","AQS"
"09/19/2011","30","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"09/20/2011","24","","RIVERHEAD","36-103-0004","AQS"
"09/21/2011","37","","MILLBROOK","36-027-0007","AQS"
"09/22/2011","31","","Flemington","34-019-0001","AQS"
"09/23/2011","17","","SUSAN WAGNER HS","36-085-0067","AQS"
"09/24/2011","23","","RIVERHEAD","36-103-0004","AQS"
"09/25/2011","36","","BABYLON","36-103-0002","AQS"
"09/26/2011","47","","Ramapo","34-031-5001","AQS"
"09/27/2011","61","","MT NINHAM","36-079-0005","AQS"
"09/28/2011","30","","SUSAN WAGNER HS","36-085-0067","AQS"
"09/29/2011","39","","Flemington","34-019-0001","AQS"
"09/30/2011","49","","BABYLON","36-103-0002","AQS"
"10/01/2011","32","","HOLTSVILLE","36-103-0009","AQS"
"10/02/2011","32","","BABYLON","36-103-0002","AQS"
"10/03/2011","25","","RIVERHEAD","36-103-0004","AQS"
"10/04/2011","27","","RIVERHEAD","36-103-0004","AQS"
"10/05/2011","31","","Flemington","34-019-0001","AQS"
"10/06/2011","31","","Chester","34-027-3001","AQS"
"10/07/2011","34","","Colliers Mills","34-029-0006","AQS"
"10/08/2011","44","","Chester","34-027-3001","AQS"
"10/09/2011","67","","BABYLON","36-103-0002","AQS"
"10/10/2011","84","","BABYLON","36-103-0002","AQS"
"10/11/2011","40","","Chester","34-027-3001","AQS"
"10/12/2011","30","","Monmouth University","34-025-0005","AQS"
"10/13/2011","28","","SUSAN WAGNER HS","36-085-0067","AQS"
"10/14/2011","31","","Flemington","34-019-0001","AQS"
"10/15/2011","36","","Rutgers University","34-023-0011","AQS"
"10/16/2011","39","","SUSAN WAGNER HS","36-085-0067","AQS"
"10/17/2011","43","","BABYLON","36-103-0002","AQS"
"10/18/2011","36","","Monmouth University","34-025-0005","AQS"
"10/19/2011","33","","Monmouth University","34-025-0005","AQS"
"10/20/2011","31","","RIVERHEAD","36-103-0004","AQS"
"10/21/2011","14","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"10/22/2011","29","","BABYLON","36-103-0002","AQS"
"10/23/2011","35","","BABYLON","36-103-0002","AQS"
"10/24/2011","41","","BABYLON","36-103-0002","AQS"
"10/25/2011","35","","Chester","34-027-3001","AQS"
"10/26/2011","28","","RIVERHEAD","36-103-0004","AQS"
"10/27/2011","27","","RIVERHEAD","36-103-0004","AQS"
"10/28/2011","29","","Rockland County","36-087-0005","AQS"
"10/29/2011","28","","BABYLON","36-103-0002","AQS"
"10/30/2011","31","","Chester","34-027-3001","AQS"
"10/31/2011","31","","Colliers Mills","34-029-0006","AQS"
"11/01/2011","37","","Chester","34-027-3001","AQS"
"11/02/2011","37","","Chester","34-027-3001","AQS"
"11/03/2011","42","","Colliers Mills","34-029-0006","AQS"
"11/04/2011","31","","Chester","34-027-3001","AQS"
"11/05/2011","27","","BABYLON","36-103-0002","AQS"
"11/06/2011","32","","Chester","34-027-3001","AQS"
"11/07/2011","31","","MILLBROOK","36-027-0007","AQS"
"11/08/2011","38","","Chester","34-027-3001","AQS"
"11/09/2011","41","","SUSAN WAGNER HS","36-085-0067","AQS"
"11/10/2011","34","","MT NINHAM","36-079-0005","AQS"
"11/11/2011","28","","MT NINHAM","36-079-0005","AQS"
"11/12/2011","36","","Colliers Mills","34-029-0006","AQS"
"11/13/2011","44","","BABYLON","36-103-0002","AQS"
"11/14/2011","39","","Colliers Mills","34-029-0006","AQS"
"11/15/2011","33","","MT NINHAM","36-079-0005","AQS"
"11/16/2011","29","","Chester","34-027-3001","AQS"
"11/17/2011","27","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"11/18/2011","23","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"11/19/2011","31","","SUSAN WAGNER HS","36-085-0067","AQS"
"11/20/2011","34","","MT NINHAM","36-079-0005","AQS"
"11/21/2011","24","","MILLBROOK","36-027-0007","AQS"
"11/22/2011","33","","SUSAN WAGNER HS","36-085-0067","AQS"
"11/23/2011","30","","MT NINHAM","36-079-0005","AQS"
"11/24/2011","30","","Rockland County","36-087-0005","AQS"
"11/25/2011","31","","Rutgers University","34-023-0011","AQS"
"11/26/2011","32","","Chester","34-027-3001","AQS"
"11/27/2011","34","","BABYLON","36-103-0002","AQS"
"11/28/2011","36","","Rutgers University","34-023-0011","AQS"
"11/29/2011","40","","SUSAN WAGNER HS","36-085-0067","AQS"
"11/30/2011","32","","MILLBROOK","36-027-0007","AQS"
"12/01/2011","31","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"12/02/2011","23","","Chester","34-027-3001","AQS"
"12/03/2011","29","","MT NINHAM","36-079-0005","AQS"
"12/04/2011","31","","Chester","34-027-3001","AQS"
"12/05/2011","25","","SUSAN WAGNER HS","36-085-0067","AQS"
"12/06/2011","26","","SUSAN WAGNER HS","36-085-0067","AQS"
"12/07/2011","25","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"12/08/2011","30","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"12/09/2011","26","","BABYLON","36-103-0002","AQS"
"12/10/2011","31","","Chester","34-027-3001","AQS"
"12/11/2011","33","","MT NINHAM","36-079-0005","AQS"
"12/12/2011","24","","MILLBROOK","36-027-0007","AQS"
"12/13/2011","30","","Chester","34-027-3001","AQS"
"12/14/2011","31","","Chester","34-027-3001","AQS"
"12/15/2011","32","","BABYLON","36-103-0002","AQS"
"12/16/2011","27","","Flemington","34-019-0001","AQS"
"12/17/2011","29","","Chester","34-027-3001","AQS"
"12/18/2011","31","","Flemington","34-019-0001","AQS"
"12/19/2011","21","","Chester","34-027-3001","AQS"
"12/20/2011","28","","MILLBROOK","36-027-0007","AQS"
"12/21/2011","26","","Flemington","34-019-0001","AQS"
"12/22/2011","29","","Flemington","34-019-0001","AQS"
"12/23/2011","26","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"12/24/2011","29","","MILLBROOK","36-027-0007","AQS"
"12/25/2011","26","","SUSAN WAGNER HS","36-085-0067","AQS"
"12/26/2011","27","","MT NINHAM","36-079-0005","AQS"
"12/27/2011","31","","BABYLON","36-103-0002","AQS"
"12/28/2011","30","","Chester","34-027-3001","AQS"
"12/29/2011","30","","MT NINHAM","36-079-0005","AQS"
"12/30/2011","26","","SUSAN WAGNER HS","36-085-0067","AQS"
"12/31/2011","29","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/01/2012","27","","BABYLON","36-103-0002","AQS"
"01/02/2012","28","","Rutgers University","34-023-0011","AQS"
"01/03/2012","31","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"01/04/2012","28","","MILLBROOK","36-027-0007","AQS"
"01/05/2012","26","","MILLBROOK","36-027-0007","AQS"
"01/06/2012","18","","Chester","34-027-3001","AQS"
"01/07/2012","37","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/08/2012","29","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"01/09/2012","26","","Chester","34-027-3001","AQS"
"01/10/2012","26","","MT NINHAM","36-079-0005","AQS"
"01/11/2012","28","","Rutgers University","34-023-0011","AQS"
"01/12/2012","30","","MT NINHAM","36-079-0005","AQS"
"01/13/2012","19","","MILLBROOK","36-027-0007","AQS"
"01/14/2012","31","","MT NINHAM","36-079-0005","AQS"
"01/15/2012","32","","MT NINHAM","36-079-0005","AQS"
"01/16/2012","30","","Rutgers University","34-023-0011","AQS"
"01/17/2012","28","","Rutgers University","34-023-0011","AQS"
"01/18/2012","31","","MILLBROOK","36-027-0007","AQS"
"01/19/2012","31","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/20/2012","29","","Chester","34-027-3001","AQS"
"01/21/2012","28","","MT NINHAM","36-079-0005","AQS"
"01/22/2012","29","","MILLBROOK","36-027-0007","AQS"
"01/23/2012","29","","SUSAN WAGNER HS","36-085-0067","AQS"
"01/24/2012","23","","MT NINHAM","36-079-0005","AQS"
"01/25/2012","24","","MT NINHAM","36-079-0005","AQS"
"01/26/2012","20","","MILLBROOK","36-027-0007","AQS"
"01/27/2012","28","","Chester","34-027-3001","AQS"
"01/28/2012","32","","MT NINHAM","36-079-0005","AQS"
"01/29/2012","33","","Flemington","34-019-0001","AQS"
"01/30/2012","32","","Flemington","34-019-0001","AQS"
"01/31/2012","31","","Flemington","34-019-0001","AQS"
"02/01/2012","35","","MT NINHAM","36-079-0005","AQS"
"02/02/2012","30","","Chester","34-027-3001","AQS"
"02/03/2012","33","","Rockland County","36-087-0005","AQS"
"02/04/2012","31","","Chester","34-027-3001","AQS"
"02/05/2012","32","","Flemington","34-019-0001","AQS"
"02/06/2012","31","","Flemington","34-019-0001","AQS"
"02/07/2012","33","","Chester","34-027-3001","AQS"
"02/08/2012","31","","MT NINHAM","36-079-0005","AQS"
"02/09/2012","31","","MILLBROOK","36-027-0007","AQS"
"02/10/2012","27","","MILLBROOK","36-027-0007","AQS"
"02/11/2012","31","","Flemington","34-019-0001","AQS"
"02/12/2012","34","","MT NINHAM","36-079-0005","AQS"
"02/13/2012","38","","MT NINHAM","36-079-0005","AQS"
"02/14/2012","34","","SUSAN WAGNER HS","36-085-0067","AQS"
"02/15/2012","24","","MT NINHAM","36-079-0005","AQS"
"02/16/2012","24","","HOLTSVILLE","36-103-0009","AQS"
"02/17/2012","36","","Chester","34-027-3001","AQS"
"02/18/2012","37","","Colliers Mills","34-029-0006","AQS"
"02/19/2012","35","","Flemington","34-019-0001","AQS"
"02/20/2012","36","","Chester","34-027-3001","AQS"
"02/21/2012","40","","SUSAN WAGNER HS","36-085-0067","AQS"
"02/22/2012","38","","Colliers Mills","34-029-0006","AQS"
"02/23/2012","37","","Flemington","34-019-0001","AQS"
"02/24/2012","33","","Colliers Mills","34-029-0006","AQS"
"02/25/2012","38","","MT NINHAM","36-079-0005","AQS"
"02/26/2012","41","","Flemington","34-019-0001","AQS"
"02/27/2012","39","","Rutgers University","34-023-0011","AQS"
"02/28/2012","37","","Chester","34-027-3001","AQS"
"02/29/2012","37","","Colliers Mills","34-029-0006","AQS"
"03/01/2012","34","","Colliers Mills","34-029-0006","AQS"
"03/02/2012","35","","SUSAN WAGNER HS","36-085-0067","AQS"
"03/03/2012","39","","Chester","34-027-3001","AQS"
"03/04/2012","36","","Flemington","34-019-0001","AQS"
"03/05/2012","38","","Flemington","34-019-0001","AQS"
"03/06/2012","37","","Rockland County","36-087-0005","AQS"
"03/07/2012","48","","Colliers Mills","34-029-0006","AQS"
"03/08/2012","42","","MILLBROOK","36-027-0007","AQS"
"03/09/2012","38","","Rockland County","36-087-0005","AQS"
"03/10/2012","36","","Flemington","34-019-0001","AQS"
"03/11/2012","44","","Colliers Mills","34-029-0006","AQS"
"03/12/2012","48","","Colliers Mills","34-029-0006","AQS"
"03/13/2012","44","","Colliers Mills","34-029-0006","AQS"
"03/14/2012","50","","Newark Firehouse","34-013-0003","AQS"
"03/15/2012","36","","Colliers Mills","34-029-0006","AQS"
"03/16/2012","30","","RIVERHEAD","36-103-0004","AQS"
"03/17/2012","40","","MILLBROOK","36-027-0007","AQS"
"03/18/2012","46","","Flemington","34-019-0001","AQS"
"03/19/2012","51","","MILLBROOK","36-027-0007","AQS"
"03/20/2012","41","","MILLBROOK","36-027-0007","AQS"
"03/21/2012","40","","MILLBROOK","36-027-0007","AQS"
"03/22/2012","45","","Ramapo","34-031-5001","AQS"
"03/23/2012","49","","Colliers Mills","34-029-0006","AQS"
"03/24/2012","41","","Rockland County","36-087-0005","AQS"
"03/25/2012","46","","RIVERHEAD","36-103-0004","AQS"
"03/26/2012","46","","RIVERHEAD","36-103-0004","AQS"
"03/27/2012","47","","RIVERHEAD","36-103-0004","AQS"
"03/28/2012","48","","Colliers Mills","34-029-0006","AQS"
