"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/04/2011","28","","Rosenstiel","12-086-0027","AQS"
"02/05/2011","35","","Rosenstiel","12-086-0027","AQS"
"02/06/2011","33","","AG Holley","12-099-0020","AQS"
"02/07/2011","34","","Rosenstiel","12-086-0027","AQS"
"02/08/2011","48","","AG Holley","12-099-0020","AQS"
"02/09/2011","45","","AG Holley","12-099-0020","AQS"
"02/10/2011","31","","Rosenstiel","12-086-0027","AQS"
"02/11/2011","23","","Perdue","12-086-0029","AQS"
"02/12/2011","44","","Royal Palm Beach","12-099-0009","AQS"
"02/13/2011","44","","Rosenstiel","12-086-0027","AQS"
"02/14/2011","48","","Royal Palm Beach","12-099-0009","AQS"
"02/15/2011","67","","Rosenstiel","12-086-0027","AQS"
"02/16/2011","49","","Rosenstiel","12-086-0027","AQS"
"02/17/2011","46","","Rosenstiel","12-086-0027","AQS"
"02/18/2011","44","","Rosenstiel","12-086-0027","AQS"
"02/19/2011","44","","Royal Palm Beach","12-099-0009","AQS"
"02/20/2011","48","","Rosenstiel","12-086-0027","AQS"
"02/21/2011","46","","Rosenstiel","12-086-0027","AQS"
"02/22/2011","44","","AG Holley","12-099-0020","AQS"
"02/23/2011","38","","Perdue","12-086-0029","AQS"
"02/24/2011","39","","Royal Palm Beach","12-099-0009","AQS"
"02/25/2011","38","","Rosenstiel","12-086-0027","AQS"
"02/26/2011","39","","Royal Palm Beach","12-099-0009","AQS"
"02/27/2011","35","","Rosenstiel","12-086-0027","AQS"
"02/28/2011","41","","Royal Palm Beach","12-099-0009","AQS"
"03/01/2011","44","","AG Holley","12-099-0020","AQS"
"03/02/2011","48","","Rosenstiel","12-086-0027","AQS"
"03/03/2011","47","","Rosenstiel","12-086-0027","AQS"
"03/04/2011","47","","Rosenstiel","12-086-0027","AQS"
"03/05/2011","44","","Rosenstiel","12-086-0027","AQS"
"03/06/2011","38","","Rosenstiel","12-086-0027","AQS"
"03/07/2011","61","","Perdue","12-086-0029","AQS"
"03/08/2011","45","","AG Holley","12-099-0020","AQS"
"03/09/2011","43","","AG Holley","12-099-0020","AQS"
"03/10/2011","35","","Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park)","12-011-8002","AQS"
"03/11/2011","45","","Royal Palm Beach","12-099-0009","AQS"
"03/12/2011","54","","Royal Palm Beach","12-099-0009","AQS"
"03/13/2011","51","","Perdue","12-086-0029","AQS"
"03/14/2011","51","","Royal Palm Beach","12-099-0009","AQS"
"03/15/2011","49","","Royal Palm Beach","12-099-0009","AQS"
"03/16/2011","48","","Royal Palm Beach","12-099-0009","AQS"
"03/17/2011","50","","Royal Palm Beach","12-099-0009","AQS"
"03/18/2011","64","","Royal Palm Beach","12-099-0009","AQS"
"03/19/2011","74","","Royal Palm Beach","12-099-0009","AQS"
"03/20/2011","74","","Royal Palm Beach","12-099-0009","AQS"
"03/21/2011","64","","Rosenstiel","12-086-0027","AQS"
"03/22/2011","50","","Rosenstiel","12-086-0027","AQS"
"03/23/2011","67","","AG Holley","12-099-0020","AQS"
"03/24/2011","47","","Pompano Highlands","12-011-2003","AQS"
"03/25/2011","44","","AG Holley","12-099-0020","AQS"
"03/26/2011","44","","AG Holley","12-099-0020","AQS"
"03/27/2011","43","","Vista View Park","12-011-0033","AQS"
"03/28/2011","34","","Rosenstiel","12-086-0027","AQS"
"03/29/2011","34","","Rosenstiel","12-086-0027","AQS"
"03/30/2011","30","","Vista View Park","12-011-0033","AQS"
"03/31/2011","34","","Pompano Highlands","12-011-2003","AQS"
"04/01/2011","47","","Rosenstiel","12-086-0027","AQS"
"04/02/2011","61","","Pompano Highlands","12-011-2003","AQS"
"04/03/2011","54","","Pompano Highlands","12-011-2003","AQS"
"04/04/2011","44","","Pompano Highlands","12-011-2003","AQS"
"04/05/2011","33","","Rosenstiel","12-086-0027","AQS"
"04/06/2011","50","","Royal Palm Beach","12-099-0009","AQS"
"04/07/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"04/08/2011","40","","Royal Palm Beach","12-099-0009","AQS"
"04/09/2011","43","","Royal Palm Beach","12-099-0009","AQS"
"04/10/2011","41","","Royal Palm Beach","12-099-0009","AQS"
"04/11/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"04/12/2011","42","","AG Holley","12-099-0020","AQS"
"04/13/2011","50","","Royal Palm Beach","12-099-0009","AQS"
"04/14/2011","80","","Royal Palm Beach","12-099-0009","AQS"
"04/15/2011","37","","Royal Palm Beach","12-099-0009","AQS"
"04/16/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"04/17/2011","40","","Royal Palm Beach","12-099-0009","AQS"
"04/18/2011","31","","Vista View Park","12-011-0033","AQS"
"04/19/2011","32","","Rosenstiel","12-086-0027","AQS"
"04/20/2011","32","","Royal Palm Beach","12-099-0009","AQS"
"04/21/2011","35","","Perdue","12-086-0029","AQS"
"04/22/2011","37","","Royal Palm Beach","12-099-0009","AQS"
"04/23/2011","33","","Perdue","12-086-0029","AQS"
"04/24/2011","37","","Royal Palm Beach","12-099-0009","AQS"
"04/25/2011","26","","Royal Palm Beach","12-099-0009","AQS"
"04/26/2011","33","","Royal Palm Beach","12-099-0009","AQS"
"04/27/2011","27","","Vista View Park","12-011-0033","AQS"
"04/28/2011","27","","Royal Palm Beach","12-099-0009","AQS"
"04/29/2011","43","","Royal Palm Beach","12-099-0009","AQS"
"04/30/2011","49","","AG Holley","12-099-0020","AQS"
"05/01/2011","49","","AG Holley","12-099-0020","AQS"
"05/02/2011","43","","AG Holley","12-099-0020","AQS"
"05/03/2011","50","","Royal Palm Beach","12-099-0009","AQS"
"05/04/2011","54","","Royal Palm Beach","12-099-0009","AQS"
"05/05/2011","45","","AG Holley","12-099-0020","AQS"
"05/06/2011","45","","AG Holley","12-099-0020","AQS"
"05/07/2011","48","","Rosenstiel","12-086-0027","AQS"
"05/08/2011","50","","AG Holley","12-099-0020","AQS"
"05/09/2011","136","","AG Holley","12-099-0020","AQS"
"05/10/2011","74","","Perdue","12-086-0029","AQS"
"05/11/2011","93","","Vista View Park","12-011-0033","AQS"
"05/12/2011","71","","Royal Palm Beach","12-099-0009","AQS"
"05/13/2011","74","","Royal Palm Beach","12-099-0009","AQS"
"05/14/2011","54","","Royal Palm Beach","12-099-0009","AQS"
"05/15/2011","48","","Royal Palm Beach","12-099-0009","AQS"
"05/16/2011","50","","Royal Palm Beach","12-099-0009","AQS"
"05/17/2011","49","","Royal Palm Beach","12-099-0009","AQS"
"05/18/2011","61","","AG Holley","12-099-0020","AQS"
"05/19/2011","44","","Vista View Park","12-011-0033","AQS"
"05/20/2011","30","","Royal Palm Beach","12-099-0009","AQS"
"05/21/2011","39","","Royal Palm Beach","12-099-0009","AQS"
"05/22/2011","41","","Royal Palm Beach","12-099-0009","AQS"
"05/23/2011","50","","AG Holley","12-099-0020","AQS"
"05/24/2011","48","","Perdue","12-086-0029","AQS"
"05/25/2011","44","","Royal Palm Beach","12-099-0009","AQS"
"05/26/2011","38","","AG Holley","12-099-0020","AQS"
"05/27/2011","34","","Royal Palm Beach","12-099-0009","AQS"
"05/28/2011","34","","Royal Palm Beach","12-099-0009","AQS"
"05/29/2011","29","","Perdue","12-086-0029","AQS"
"05/30/2011","25","","Perdue","12-086-0029","AQS"
"05/31/2011","26","","Perdue","12-086-0029","AQS"
"06/01/2011","31","","Vista View Park","12-011-0033","AQS"
"06/02/2011","29","","Vista View Park","12-011-0033","AQS"
"06/03/2011","24","","Perdue","12-086-0029","AQS"
"06/04/2011","22","","Perdue","12-086-0029","AQS"
"06/05/2011","46","","AG Holley","12-099-0020","AQS"
"06/06/2011","43","","Royal Palm Beach","12-099-0009","AQS"
"06/07/2011","43","","Rosenstiel","12-086-0027","AQS"
"06/08/2011","43","","Perdue","12-086-0029","AQS"
"06/09/2011","40","","AG Holley","12-099-0020","AQS"
"06/10/2011","32","","Perdue","12-086-0029","AQS"
"06/11/2011","34","","Perdue","12-086-0029","AQS"
"06/12/2011","44","","Rosenstiel","12-086-0027","AQS"
"06/13/2011","67","","AG Holley","12-099-0020","AQS"
"06/14/2011","44","","AG Holley","12-099-0020","AQS"
"06/15/2011","84","","Rosenstiel","12-086-0027","AQS"
"06/16/2011","87","","Perdue","12-086-0029","AQS"
"06/17/2011","45","","Royal Palm Beach","12-099-0009","AQS"
"06/18/2011","28","","Rosenstiel","12-086-0027","AQS"
"06/19/2011","30","","Royal Palm Beach","12-099-0009","AQS"
"06/20/2011","35","","Royal Palm Beach","12-099-0009","AQS"
"06/21/2011","26","","Royal Palm Beach","12-099-0009","AQS"
"06/22/2011","19","","Rosenstiel","12-086-0027","AQS"
"06/23/2011","27","","Rosenstiel","12-086-0027","AQS"
"06/24/2011","34","","AG Holley","12-099-0020","AQS"
"06/25/2011","28","","Vista View Park","12-011-0033","AQS"
"06/26/2011","24","","Royal Palm Beach","12-099-0009","AQS"
"06/27/2011","21","","Rosenstiel","12-086-0027","AQS"
"06/28/2011","27","","Rosenstiel","12-086-0027","AQS"
"06/29/2011","34","","Rosenstiel","12-086-0027","AQS"
"06/30/2011","27","","Rosenstiel","12-086-0027","AQS"
"07/01/2011","20","","Rosenstiel","12-086-0027","AQS"
"07/02/2011","33","","Rosenstiel","12-086-0027","AQS"
"07/03/2011","26","","Rosenstiel","12-086-0027","AQS"
"07/04/2011","21","","Rosenstiel","12-086-0027","AQS"
"07/05/2011","21","","Rosenstiel","12-086-0027","AQS"
"07/06/2011","19","","Rosenstiel","12-086-0027","AQS"
"07/07/2011","20","","Rosenstiel","12-086-0027","AQS"
"07/08/2011","19","","Rosenstiel","12-086-0027","AQS"
"07/09/2011","31","","Vista View Park","12-011-0033","AQS"
"07/10/2011","21","","Royal Palm Beach","12-099-0009","AQS"
"07/11/2011","23","","Royal Palm Beach","12-099-0009","AQS"
"07/12/2011","23","","Vista View Park","12-011-0033","AQS"
"07/13/2011","30","","Vista View Park","12-011-0033","AQS"
"07/14/2011","36","","AG Holley","12-099-0020","AQS"
"07/15/2011","31","","Vista View Park","12-011-0033","AQS"
"07/16/2011","31","","AG Holley","12-099-0020","AQS"
"07/17/2011","37","","Rosenstiel","12-086-0027","AQS"
"07/18/2011","41","","Rosenstiel","12-086-0027","AQS"
"07/19/2011","40","","AG Holley","12-099-0020","AQS"
"07/20/2011","54","","Royal Palm Beach","12-099-0009","AQS"
"07/21/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"07/22/2011","26","","Rosenstiel","12-086-0027","AQS"
"07/23/2011","19","","Rosenstiel","12-086-0027","AQS"
"07/24/2011","20","","Rosenstiel","12-086-0027","AQS"
"07/25/2011","21","","AG Holley","12-099-0020","AQS"
"07/26/2011","25","","Royal Palm Beach","12-099-0009","AQS"
"07/27/2011","15","","Perdue","12-086-0029","AQS"
"07/28/2011","19","","AG Holley","12-099-0020","AQS"
"07/29/2011","21","","AG Holley","12-099-0020","AQS"
"07/30/2011","19","","Royal Palm Beach","12-099-0009","AQS"
"07/31/2011","20","","Perdue","12-086-0029","AQS"
"08/01/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"08/02/2011","33","","AG Holley","12-099-0020","AQS"
"08/03/2011","40","","AG Holley","12-099-0020","AQS"
"08/04/2011","31","","Vista View Park","12-011-0033","AQS"
"08/05/2011","27","","Royal Palm Beach","12-099-0009","AQS"
"08/06/2011","26","","Perdue","12-086-0029","AQS"
"08/07/2011","28","","AG Holley","12-099-0020","AQS"
"08/08/2011","29","","Rosenstiel","12-086-0027","AQS"
"08/09/2011","29","","Rosenstiel","12-086-0027","AQS"
"08/10/2011","24","","Royal Palm Beach","12-099-0009","AQS"
"08/11/2011","42","","AG Holley","12-099-0020","AQS"
"08/12/2011","39","","Royal Palm Beach","12-099-0009","AQS"
"08/13/2011","34","","Royal Palm Beach","12-099-0009","AQS"
"08/14/2011","39","","AG Holley","12-099-0020","AQS"
"08/15/2011","28","","Rosenstiel","12-086-0027","AQS"
"08/16/2011","32","","AG Holley","12-099-0020","AQS"
"08/17/2011","31","","Rosenstiel","12-086-0027","AQS"
"08/18/2011","31","","Rosenstiel","12-086-0027","AQS"
"08/19/2011","32","","Royal Palm Beach","12-099-0009","AQS"
"08/20/2011","22","","Rosenstiel","12-086-0027","AQS"
"08/21/2011","23","","Royal Palm Beach","12-099-0009","AQS"
"08/22/2011","21","","Royal Palm Beach","12-099-0009","AQS"
"08/23/2011","22","","Royal Palm Beach","12-099-0009","AQS"
"08/24/2011","27","","Rosenstiel","12-086-0027","AQS"
"08/25/2011","30","","Rosenstiel","12-086-0027","AQS"
"08/26/2011","33","","Royal Palm Beach","12-099-0009","AQS"
"08/27/2011","39","","Royal Palm Beach","12-099-0009","AQS"
"08/28/2011","29","","Rosenstiel","12-086-0027","AQS"
"08/29/2011","27","","Rosenstiel","12-086-0027","AQS"
"08/30/2011","26","","Rosenstiel","12-086-0027","AQS"
"08/31/2011","24","","Rosenstiel","12-086-0027","AQS"
"09/01/2011","19","","Vista View Park","12-011-0033","AQS"
"09/02/2011","36","","Royal Palm Beach","12-099-0009","AQS"
"09/03/2011","32","","Royal Palm Beach","12-099-0009","AQS"
"09/04/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"09/05/2011","32","","Royal Palm Beach","12-099-0009","AQS"
"09/06/2011","26","","AG Holley","12-099-0020","AQS"
"09/07/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"09/08/2011","31","","AG Holley","12-099-0020","AQS"
"09/09/2011","29","","Royal Palm Beach","12-099-0009","AQS"
"09/10/2011","26","","Royal Palm Beach","12-099-0009","AQS"
"09/11/2011","25","","Royal Palm Beach","12-099-0009","AQS"
"09/12/2011","25","","Royal Palm Beach","12-099-0009","AQS"
"09/13/2011","39","","AG Holley","12-099-0020","AQS"
"09/14/2011","42","","Perdue","12-086-0029","AQS"
"09/15/2011","90","","Perdue","12-086-0029","AQS"
"09/16/2011","41","","Vista View Park","12-011-0033","AQS"
"09/17/2011","28","","Rosenstiel","12-086-0027","AQS"
"09/18/2011","30","","Perdue","12-086-0029","AQS"
"09/19/2011","24","","Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park)","12-011-8002","AQS"
"09/20/2011","22","","Rosenstiel","12-086-0027","AQS"
"09/21/2011","23","","Rosenstiel","12-086-0027","AQS"
"09/22/2011","24","","Rosenstiel","12-086-0027","AQS"
"09/23/2011","27","","Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park)","12-011-8002","AQS"
"09/24/2011","36","","AG Holley","12-099-0020","AQS"
"09/25/2011","24","","Rosenstiel","12-086-0027","AQS"
"09/26/2011","23","","Rosenstiel","12-086-0027","AQS"
"09/27/2011","26","","Royal Palm Beach","12-099-0009","AQS"
"09/28/2011","25","","Royal Palm Beach","12-099-0009","AQS"
"09/29/2011","28","","Royal Palm Beach","12-099-0009","AQS"
"09/30/2011","58","","Rosenstiel","12-086-0027","AQS"
"10/01/2011","129","","Rosenstiel","12-086-0027","AQS"
"10/02/2011","49","","Royal Palm Beach","12-099-0009","AQS"
"10/03/2011","49","","Royal Palm Beach","12-099-0009","AQS"
"10/04/2011","46","","AG Holley","12-099-0020","AQS"
"10/05/2011","44","","Rosenstiel","12-086-0027","AQS"
"10/06/2011","40","","Rosenstiel","12-086-0027","AQS"
"10/07/2011","40","","AG Holley","12-099-0020","AQS"
"10/08/2011","39","","AG Holley","12-099-0020","AQS"
"10/09/2011","38","","Royal Palm Beach","12-099-0009","AQS"
"10/10/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"10/11/2011","41","","AG Holley","12-099-0020","AQS"
"10/12/2011","47","","AG Holley","12-099-0020","AQS"
"10/13/2011","44","","AG Holley","12-099-0020","AQS"
"10/14/2011","47","","AG Holley","12-099-0020","AQS"
"10/15/2011","48","","AG Holley","12-099-0020","AQS"
"10/16/2011","44","","Royal Palm Beach","12-099-0009","AQS"
"10/17/2011","30","","AG Holley","12-099-0020","AQS"
"10/18/2011","23","","Rosenstiel","12-086-0027","AQS"
"10/19/2011","37","","Rosenstiel","12-086-0027","AQS"
"10/20/2011","46","","Rosenstiel","12-086-0027","AQS"
"10/21/2011","48","","Rosenstiel","12-086-0027","AQS"
"10/22/2011","45","","Perdue","12-086-0029","AQS"
"10/23/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"10/24/2011","46","","Rosenstiel","12-086-0027","AQS"
"10/25/2011","44","","Royal Palm Beach","12-099-0009","AQS"
"10/26/2011","43","","Royal Palm Beach","12-099-0009","AQS"
"10/27/2011","36","","Rosenstiel","12-086-0027","AQS"
"10/28/2011","22","","AG Holley","12-099-0020","AQS"
"10/29/2011","33","","Royal Palm Beach","12-099-0009","AQS"
"10/30/2011","35","","Royal Palm Beach","12-099-0009","AQS"
"10/31/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"11/01/2011","42","","AG Holley","12-099-0020","AQS"
"11/02/2011","44","","Rosenstiel","12-086-0027","AQS"
"11/03/2011","44","","Perdue","12-086-0029","AQS"
"11/04/2011","41","","Rosenstiel","12-086-0027","AQS"
"11/05/2011","44","","Perdue","12-086-0029","AQS"
"11/06/2011","39","","Rosenstiel","12-086-0027","AQS"
"11/07/2011","39","","Rosenstiel","12-086-0027","AQS"
"11/08/2011","38","","AG Holley","12-099-0020","AQS"
"11/09/2011","40","","Royal Palm Beach","12-099-0009","AQS"
"11/10/2011","42","","Vista View Park","12-011-0033","AQS"
"11/11/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"11/12/2011","42","","Perdue","12-086-0029","AQS"
"11/13/2011","40","","Rosenstiel","12-086-0027","AQS"
"11/14/2011","33","","AG Holley","12-099-0020","AQS"
"11/15/2011","27","","Rosenstiel","12-086-0027","AQS"
"11/16/2011","35","","Royal Palm Beach","12-099-0009","AQS"
"11/17/2011","34","","AG Holley","12-099-0020","AQS"
"11/18/2011","36","","AG Holley","12-099-0020","AQS"
"11/19/2011","33","","Royal Palm Beach","12-099-0009","AQS"
"11/20/2011","33","","Rosenstiel","12-086-0027","AQS"
"11/21/2011","30","","Perdue","12-086-0029","AQS"
"11/22/2011","35","","AG Holley","12-099-0020","AQS"
"11/23/2011","34","","Rosenstiel","12-086-0027","AQS"
"11/24/2011","41","","Perdue","12-086-0029","AQS"
"11/25/2011","41","","Perdue","12-086-0029","AQS"
"11/26/2011","40","","Rosenstiel","12-086-0027","AQS"
"11/27/2011","40","","Rosenstiel","12-086-0027","AQS"
"11/28/2011","36","","Rosenstiel","12-086-0027","AQS"
"11/29/2011","42","","Royal Palm Beach","12-099-0009","AQS"
"11/30/2011","46","","Rosenstiel","12-086-0027","AQS"
"12/01/2011","40","","AG Holley","12-099-0020","AQS"
"12/02/2011","40","","Perdue","12-086-0029","AQS"
"12/03/2011","40","","Rosenstiel","12-086-0027","AQS"
"12/04/2011","38","","Royal Palm Beach","12-099-0009","AQS"
"12/05/2011","40","","Royal Palm Beach","12-099-0009","AQS"
"12/06/2011","36","","Rosenstiel","12-086-0027","AQS"
"12/07/2011","34","","Royal Palm Beach","12-099-0009","AQS"
"12/08/2011","32","","Rosenstiel","12-086-0027","AQS"
"12/09/2011","31","","Rosenstiel","12-086-0027","AQS"
"12/10/2011","31","","Rosenstiel","12-086-0027","AQS"
"12/11/2011","32","","Rosenstiel","12-086-0027","AQS"
"12/12/2011","32","","Rosenstiel","12-086-0027","AQS"
"12/13/2011","37","","Rosenstiel","12-086-0027","AQS"
"12/14/2011","41","","Rosenstiel","12-086-0027","AQS"
"12/15/2011","40","","Rosenstiel","12-086-0027","AQS"
"12/16/2011","40","","Rosenstiel","12-086-0027","AQS"
"12/17/2011","36","","Perdue","12-086-0029","AQS"
"12/18/2011","42","","Rosenstiel","12-086-0027","AQS"
"12/19/2011","41","","Rosenstiel","12-086-0027","AQS"
"12/20/2011","39","","Rosenstiel","12-086-0027","AQS"
"12/21/2011","35","","Royal Palm Beach","12-099-0009","AQS"
"12/22/2011","33","","Rosenstiel","12-086-0027","AQS"
"12/23/2011","32","","Royal Palm Beach","12-099-0009","AQS"
"12/24/2011","32","","AG Holley","12-099-0020","AQS"
"12/25/2011","30","","Rosenstiel","12-086-0027","AQS"
"12/26/2011","31","","Royal Palm Beach","12-099-0009","AQS"
"12/27/2011","31","","Rosenstiel","12-086-0027","AQS"
"12/28/2011","35","","Rosenstiel","12-086-0027","AQS"
"12/29/2011","40","","Rosenstiel","12-086-0027","AQS"
"12/30/2011","44","","Vista View Park","12-011-0033","AQS"
"12/31/2011","45","","Perdue","12-086-0029","AQS"
"01/01/2012","41","","Perdue","12-086-0029","AQS"
"01/02/2012","33","","Perdue","12-086-0029","AQS"
"01/03/2012","36","","Perdue","12-086-0029","AQS"
"01/04/2012","35","","Vista View Park","12-011-0033","AQS"
"01/05/2012","44","","Royal Palm Beach","12-099-0009","AQS"
"01/06/2012","47","","Perdue","12-086-0029","AQS"
"01/07/2012","49","","AG Holley","12-099-0020","AQS"
"01/08/2012","49","","Royal Palm Beach","12-099-0009","AQS"
"01/09/2012","43","","Royal Palm Beach","12-099-0009","AQS"
"01/10/2012","37","","Royal Palm Beach","12-099-0009","AQS"
"01/11/2012","30","","Rosenstiel","12-086-0027","AQS"
"01/12/2012","41","","Royal Palm Beach","12-099-0009","AQS"
"01/13/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"01/14/2012","34","","Royal Palm Beach","12-099-0009","AQS"
"01/15/2012","44","","Royal Palm Beach","12-099-0009","AQS"
"01/16/2012","41","","Rosenstiel","12-086-0027","AQS"
"01/17/2012","40","","Rosenstiel","12-086-0027","AQS"
"01/18/2012","41","","AG Holley","12-099-0020","AQS"
"01/19/2012","42","","Royal Palm Beach","12-099-0009","AQS"
"01/20/2012","40","","Rosenstiel","12-086-0027","AQS"
"01/21/2012","44","","Royal Palm Beach","12-099-0009","AQS"
"01/22/2012","42","","AG Holley","12-099-0020","AQS"
"01/23/2012","34","","Royal Palm Beach","12-099-0009","AQS"
"01/24/2012","31","","AG Holley","12-099-0020","AQS"
"01/25/2012","31","","Rosenstiel","12-086-0027","AQS"
"01/26/2012","31","","Rosenstiel","12-086-0027","AQS"
"01/27/2012","31","","Rosenstiel","12-086-0027","AQS"
"01/28/2012","42","","AG Holley","12-099-0020","AQS"
"01/29/2012","44","","AG Holley","12-099-0020","AQS"
"01/30/2012","44","","Rosenstiel","12-086-0027","AQS"
"01/31/2012","43","","AG Holley","12-099-0020","AQS"
"02/01/2012","38","","AG Holley","12-099-0020","AQS"
"02/02/2012","34","","Rosenstiel","12-086-0027","AQS"
"02/03/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"02/04/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"02/05/2012","31","","Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park)","12-011-8002","AQS"
"02/06/2012","28","","AG Holley","12-099-0020","AQS"
"02/07/2012","29","","Royal Palm Beach","12-099-0009","AQS"
"02/08/2012","37","","Royal Palm Beach","12-099-0009","AQS"
"02/09/2012","43","","Royal Palm Beach","12-099-0009","AQS"
"02/10/2012","32","","AG Holley","12-099-0020","AQS"
"02/11/2012","44","","Royal Palm Beach","12-099-0009","AQS"
"02/12/2012","38","","Royal Palm Beach","12-099-0009","AQS"
"02/13/2012","44","","AG Holley","12-099-0020","AQS"
"02/14/2012","45","","Royal Palm Beach","12-099-0009","AQS"
"02/15/2012","39","","Rosenstiel","12-086-0027","AQS"
"02/16/2012","41","","Royal Palm Beach","12-099-0009","AQS"
"02/17/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"02/18/2012","43","","Royal Palm Beach","12-099-0009","AQS"
"02/19/2012","34","","Royal Palm Beach","12-099-0009","AQS"
"02/20/2012","45","","Perdue","12-086-0029","AQS"
"02/21/2012","47","","Royal Palm Beach","12-099-0009","AQS"
"02/22/2012","54","","AG Holley","12-099-0020","AQS"
"02/23/2012","37","","AG Holley","12-099-0020","AQS"
"02/24/2012","37","","Vista View Park","12-011-0033","AQS"
"02/25/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"02/26/2012","41","","Royal Palm Beach","12-099-0009","AQS"
"02/27/2012","32","","AG Holley","12-099-0020","AQS"
"02/28/2012","28","","AG Holley","12-099-0020","AQS"
"02/29/2012","27","","Rosenstiel","12-086-0027","AQS"
"03/01/2012","31","","Royal Palm Beach","12-099-0009","AQS"
"03/02/2012","31","","Royal Palm Beach","12-099-0009","AQS"
"03/03/2012","37","","Royal Palm Beach","12-099-0009","AQS"
"03/04/2012","42","","Rosenstiel","12-086-0027","AQS"
"03/05/2012","45","","Royal Palm Beach","12-099-0009","AQS"
"03/06/2012","46","","AG Holley","12-099-0020","AQS"
"03/07/2012","45","","AG Holley","12-099-0020","AQS"
"03/08/2012","40","","Royal Palm Beach","12-099-0009","AQS"
"03/09/2012","35","","Rosenstiel","12-086-0027","AQS"
"03/10/2012","34","","Vista View Park","12-011-0033","AQS"
"03/11/2012","38","","Rosenstiel","12-086-0027","AQS"
"03/12/2012","39","","Rosenstiel","12-086-0027","AQS"
"03/13/2012","39","","Rosenstiel","12-086-0027","AQS"
"03/14/2012","39","","Rosenstiel","12-086-0027","AQS"
"03/15/2012","36","","Rosenstiel","12-086-0027","AQS"
"03/16/2012","38","","Royal Palm Beach","12-099-0009","AQS"
"03/17/2012","40","","Perdue","12-086-0029","AQS"
"03/18/2012","35","","Perdue","12-086-0029","AQS"
"03/19/2012","37","","Perdue","12-086-0029","AQS"
"03/20/2012","41","","Royal Palm Beach","12-099-0009","AQS"
"03/21/2012","39","","Perdue","12-086-0029","AQS"
