Date,Ozone AQI Value,Site Name,Site ID,Source
09/12/2015,41,Bayonne,34-017-0006,AQS
09/13/2015,39,Riverhead,36-103-0004,AQS
09/14/2015,37,Colliers Mills,34-029-0006,AQS
09/15/2015,74,Colliers Mills,34-029-0006,AQS
09/16/2015,112,Bayonne,34-017-0006,AQS
09/17/2015,166,Bayonne,34-017-0006,AQS
09/18/2015,147,Ramapo,34-031-5001,AQS
09/19/2015,58,Flemington,34-019-0001,AQS
09/20/2015,38,Colliers Mills,34-029-0006,AQS
09/21/2015,36,Ramapo,34-031-5001,AQS
09/22/2015,32,Ramapo,34-031-5001,AQS
09/23/2015,45,Bayonne,34-017-0006,AQS
09/24/2015,50,Chester,34-027-3001,AQS
09/25/2015,31,Rutgers University,34-023-0011,AQS
09/26/2015,36,Chester,34-027-3001,AQS
09/27/2015,34,Ramapo,34-031-5001,AQS
09/28/2015,34,Colliers Mills,34-029-0006,AQS
09/29/2015,30,Millbrook,36-027-0007,AQS
09/30/2015,26,Colliers Mills,34-029-0006,AQS
10/01/2015,23,Riverhead,36-103-0004,AQS
10/02/2015,22,Colliers Mills,34-029-0006,AQS
10/03/2015,24,Riverhead,36-103-0004,AQS
10/04/2015,31,Ramapo,34-031-5001,AQS
10/05/2015,31,Chester,34-027-3001,AQS
10/06/2015,34,Colliers Mills,34-029-0006,AQS
10/07/2015,32,Riverhead,36-103-0004,AQS
10/08/2015,32,Colliers Mills,34-029-0006,AQS
10/09/2015,43,Riverhead,36-103-0004,AQS
10/10/2015,31,Colliers Mills,34-029-0006,AQS
10/11/2015,39,Colliers Mills,34-029-0006,AQS
10/12/2015,45,Colliers Mills,34-029-0006,AQS
10/13/2015,38,Riverhead,36-103-0004,AQS
10/14/2015,26,Riverhead,36-103-0004,AQS
10/15/2015,29,Colliers Mills,34-029-0006,AQS
10/16/2015,39,Riverhead,36-103-0004,AQS
10/17/2015,28,Colliers Mills,34-029-0006,AQS
10/18/2015,30,Colliers Mills,34-029-0006,AQS
10/19/2015,32,Rockland County,36-087-0005,AQS
10/20/2015,42,Colliers Mills,34-029-0006,AQS
10/21/2015,51,Mt Ninham,36-079-0005,AQS
10/22/2015,54,Riverhead,36-103-0004,AQS
10/23/2015,38,Colliers Mills,34-029-0006,AQS
10/24/2015,29,Colliers Mills,34-029-0006,AQS
10/25/2015,28,Colliers Mills,34-029-0006,AQS
10/26/2015,26,Chester,34-027-3001,AQS
10/27/2015,31,Colliers Mills,34-029-0006,AQS
10/28/2015,32,Colliers Mills,34-029-0006,AQS
10/29/2015,35,Mt Ninham,36-079-0005,AQS
10/30/2015,29,Riverhead,36-103-0004,AQS
10/31/2015,29,Colliers Mills,34-029-0006,AQS
11/01/2015,31,Chester,34-027-3001,AQS
11/02/2015,31,Ramapo,34-031-5001,AQS
11/03/2015,39,Ramapo,34-031-5001,AQS
11/04/2015,42,Colliers Mills,34-029-0006,AQS
11/05/2015,35,Chester,34-027-3001,AQS
11/06/2015,29,Mt Ninham,36-079-0005,AQS
11/07/2015,30,Valley Central High School,36-071-5001,AQS
11/08/2015,31,Mt Ninham,36-079-0005,AQS
11/09/2015,30,Susan Wagner Hs,36-085-0067,AQS
11/10/2015,29,Holtsville,36-103-0009,AQS
11/11/2015,31,Chester,34-027-3001,AQS
11/12/2015,27,Holtsville,36-103-0009,AQS
11/13/2015,31,Mt Ninham,36-079-0005,AQS
11/14/2015,31,Flemington,34-019-0001,AQS
11/15/2015,32,Rutgers University,34-023-0011,AQS
11/16/2015,41,Chester,34-027-3001,AQS
11/17/2015,26,Millbrook,36-027-0007,AQS
11/18/2015,31,White Plains,36-119-2004,AQS
11/19/2015,31,Rutgers University,34-023-0011,AQS
11/20/2015,34,Rockland County,36-087-0005,AQS
11/21/2015,31,Chester,34-027-3001,AQS
11/22/2015,32,Mt Ninham,36-079-0005,AQS
11/23/2015,32,Mt Ninham,36-079-0005,AQS
11/24/2015,27,Valley Central High School,36-071-5001,AQS
11/25/2015,28,Chester,34-027-3001,AQS
11/26/2015,31,Holtsville,36-103-0009,AQS
11/27/2015,35,Chester,34-027-3001,AQS
11/28/2015,25,Chester,34-027-3001,AQS
11/29/2015,30,Mt Ninham,36-079-0005,AQS
11/30/2015,25,Mt Ninham,36-079-0005,AQS
12/01/2015,30,White Plains,36-119-2004,AQS
12/02/2015,14,Chester,34-027-3001,AQS
12/03/2015,28,Mt Ninham,36-079-0005,AQS
12/04/2015,28,Mt Ninham,36-079-0005,AQS
12/05/2015,25,Chester,34-027-3001,AQS
12/06/2015,20,Chester,34-027-3001,AQS
12/07/2015,26,Chester,34-027-3001,AQS
12/08/2015,23,Millbrook,36-027-0007,AQS
12/09/2015,33,Millbrook,36-027-0007,AQS
12/10/2015,32,Millbrook,36-027-0007,AQS
12/11/2015,30,Holtsville,36-103-0009,AQS
12/12/2015,29,Millbrook,36-027-0007,AQS
12/13/2015,21,Millbrook,36-027-0007,AQS
12/14/2015,31,Holtsville,36-103-0009,AQS
12/15/2015,34,Rockland County,36-087-0005,AQS
12/16/2015,28,Holtsville,36-103-0009,AQS
12/17/2015,26,Millbrook,36-027-0007,AQS
12/18/2015,27,Mt Ninham,36-079-0005,AQS
12/19/2015,32,Millbrook,36-027-0007,AQS
12/20/2015,32,Millbrook,36-027-0007,AQS
12/21/2015,31,Holtsville,36-103-0009,AQS
12/22/2015,28,Holtsville,36-103-0009,AQS
12/23/2015,25,Holtsville,36-103-0009,AQS
12/24/2015,24,Chester,34-027-3001,AQS
12/25/2015,32,Mt Ninham,36-079-0005,AQS
12/26/2015,32,Rockland County,36-087-0005,AQS
12/27/2015,28,Millbrook,36-027-0007,AQS
12/28/2015,31,Millbrook,36-027-0007,AQS
12/29/2015,31,Millbrook,36-027-0007,AQS
12/30/2015,19,Holtsville,36-103-0009,AQS
12/31/2015,27,Rockland County,36-087-0005,AQS
01/01/2016,32,Millbrook,36-027-0007,AQS
01/02/2016,31,Millbrook,36-027-0007,AQS
01/03/2016,29,Millbrook,36-027-0007,AQS
01/04/2016,30,Chester,34-027-3001,AQS
01/05/2016,31,Millbrook,36-027-0007,AQS
01/06/2016,30,Millbrook,36-027-0007,AQS
01/07/2016,21,Millbrook,36-027-0007,AQS
01/08/2016,31,Millbrook,36-027-0007,AQS
01/09/2016,31,Rutgers University,34-023-0011,AQS
01/10/2016,33,Rutgers University,34-023-0011,AQS
01/11/2016,33,Millbrook,36-027-0007,AQS
01/12/2016,31,Valley Central High School,36-071-5001,AQS
01/13/2016,36,Valley Central High School,36-071-5001,AQS
01/14/2016,26,Valley Central High School,36-071-5001,AQS
01/15/2016,28,Holtsville,36-103-0009,AQS
01/16/2016,31,Millbrook,36-027-0007,AQS
01/17/2016,34,Valley Central High School,36-071-5001,AQS
01/18/2016,32,Valley Central High School,36-071-5001,AQS
01/19/2016,35,Valley Central High School,36-071-5001,AQS
01/20/2016,35,Millbrook,36-027-0007,AQS
01/21/2016,37,Valley Central High School,36-071-5001,AQS
01/22/2016,39,Valley Central High School,36-071-5001,AQS
01/23/2016,36,Valley Central High School,36-071-5001,AQS
01/24/2016,36,Chester,34-027-3001,AQS
01/25/2016,35,Valley Central High School,36-071-5001,AQS
01/26/2016,35,Holtsville,36-103-0009,AQS
01/27/2016,29,Valley Central High School,36-071-5001,AQS
01/28/2016,31,Valley Central High School,36-071-5001,AQS
01/29/2016,28,Valley Central High School,36-071-5001,AQS
01/30/2016,32,Valley Central High School,36-071-5001,AQS
01/31/2016,40,Valley Central High School,36-071-5001,AQS
02/01/2016,38,Valley Central High School,36-071-5001,AQS
02/02/2016,38,Mt Ninham,36-079-0005,AQS
02/03/2016,37,Holtsville,36-103-0009,AQS
02/04/2016,31,Millbrook,36-027-0007,AQS
02/05/2016,36,Mt Ninham,36-079-0005,AQS
02/06/2016,32,Millbrook,36-027-0007,AQS
02/07/2016,36,Millbrook,36-027-0007,AQS
02/08/2016,39,Mt Ninham,36-079-0005,AQS
02/09/2016,34,Millbrook,36-027-0007,AQS
02/10/2016,33,Valley Central High School,36-071-5001,AQS
02/11/2016,37,Valley Central High School,36-071-5001,AQS
02/12/2016,37,Mt Ninham,36-079-0005,AQS
02/13/2016,37,Mt Ninham,36-079-0005,AQS
02/14/2016,31,Flemington,34-019-0001,AQS
02/15/2016,38,Holtsville,36-103-0009,AQS
02/16/2016,41,Mt Ninham,36-079-0005,AQS
02/17/2016,31,Valley Central High School,36-071-5001,AQS
02/18/2016,36,Valley Central High School,36-071-5001,AQS
02/19/2016,36,Holtsville,36-103-0009,AQS
02/20/2016,40,Millbrook,36-027-0007,AQS
02/21/2016,35,Rockland County,36-087-0005,AQS
02/22/2016,36,Millbrook,36-027-0007,AQS
02/23/2016,34,Holtsville,36-103-0009,AQS
02/24/2016,32,Valley Central High School,36-071-5001,AQS
02/25/2016,33,Valley Central High School,36-071-5001,AQS
02/26/2016,39,Mt Ninham,36-079-0005,AQS
02/27/2016,37,Millbrook,36-027-0007,AQS
02/28/2016,54,Millbrook,36-027-0007,AQS
02/29/2016,36,Millbrook,36-027-0007,AQS
03/01/2016,44,Holtsville,36-103-0009,AQS
03/02/2016,42,Holtsville,36-103-0009,AQS
03/03/2016,37,Millbrook,36-027-0007,AQS
03/04/2016,35,Mt Ninham,36-079-0005,AQS
03/05/2016,38,Flemington,34-019-0001,AQS
03/06/2016,40,Millbrook,36-027-0007,AQS
03/07/2016,44,Colliers Mills,34-029-0006,AQS
03/08/2016,49,Colliers Mills,34-029-0006,AQS
03/09/2016,80,Millbrook,36-027-0007,AQS
03/10/2016,74,Colliers Mills,34-029-0006,AQS
03/11/2016,41,Colliers Mills,34-029-0006,AQS
03/12/2016,40,Colliers Mills,34-029-0006,AQS
03/13/2016,42,Ramapo,34-031-5001,AQS
03/14/2016,40,Colliers Mills,34-029-0006,AQS
03/15/2016,39,Millbrook,36-027-0007,AQS
03/16/2016,38,Millbrook,36-027-0007,AQS
03/17/2016,41,Mt Ninham,36-079-0005,AQS
03/18/2016,41,Colliers Mills,34-029-0006,AQS
03/19/2016,41,Millbrook,36-027-0007,AQS
03/20/2016,40,White Plains,36-119-2004,AQS
03/21/2016,51,Mt Ninham,36-079-0005,AQS
03/22/2016,44,Holtsville,36-103-0009,AQS
03/23/2016,58,Susan Wagner Hs,36-085-0067,AQS
03/24/2016,50,Millbrook,36-027-0007,AQS
03/25/2016,42,Flemington,34-019-0001,AQS
03/26/2016,40,Mt Ninham,36-079-0005,AQS
03/27/2016,51,Millbrook,36-027-0007,AQS
03/28/2016,42,Flemington,34-019-0001,AQS
03/29/2016,61,Mt Ninham,36-079-0005,AQS
03/30/2016,46,Colliers Mills,34-029-0006,AQS
03/31/2016,61,Mt Ninham,36-079-0005,AQS
04/01/2016,45,Susan Wagner Hs,36-085-0067,AQS
04/02/2016,39,Millbrook,36-027-0007,AQS
04/03/2016,41,Colliers Mills,34-029-0006,AQS
04/04/2016,37,Riverhead,36-103-0004,AQS
04/05/2016,43,Riverhead,36-103-0004,AQS
04/06/2016,47,Riverhead,36-103-0004,AQS
04/07/2016,44,Colliers Mills,34-029-0006,AQS
04/08/2016,41,Mt Ninham,36-079-0005,AQS
04/09/2016,43,Mt Ninham,36-079-0005,AQS
04/10/2016,42,Mt Ninham,36-079-0005,AQS
04/11/2016,48,Riverhead,36-103-0004,AQS
04/12/2016,47,Riverhead,36-103-0004,AQS
04/13/2016,43,Ramapo,34-031-5001,AQS
04/14/2016,47,Mt Ninham,36-079-0005,AQS
04/15/2016,46,Mt Ninham,36-079-0005,AQS
04/16/2016,48,Flemington,34-019-0001,AQS
04/17/2016,61,Ramapo,34-031-5001,AQS
04/18/2016,84,Rutgers University,34-023-0011,AQS
04/19/2016,54,Rockland County,36-087-0005,AQS
04/20/2016,50,Flemington,34-019-0001,AQS
04/21/2016,77,Ramapo,34-031-5001,AQS
04/22/2016,100,Mt Ninham,36-079-0005,AQS
04/23/2016,41,Riverhead,36-103-0004,AQS
04/24/2016,49,Flemington,34-019-0001,AQS
04/25/2016,71,Colliers Mills,34-029-0006,AQS
04/26/2016,51,Colliers Mills,34-029-0006,AQS
04/27/2016,44,Mt Ninham,36-079-0005,AQS
04/28/2016,46,Mt Ninham,36-079-0005,AQS
04/29/2016,48,Millbrook,36-027-0007,AQS
04/30/2016,49,Mt Ninham,36-079-0005,AQS
05/01/2016,43,Riverhead,36-103-0004,AQS
05/02/2016,34,Colliers Mills,34-029-0006,AQS
05/03/2016,30,Monmouth University,34-025-0005,AQS
05/04/2016,31,Colliers Mills,34-029-0006,AQS
05/05/2016,32,Millbrook,36-027-0007,AQS
05/06/2016,29,Ramapo,34-031-5001,AQS
05/07/2016,31,Valley Central High School,36-071-5001,AQS
05/08/2016,39,Colliers Mills,34-029-0006,AQS
05/09/2016,48,Ramapo,34-031-5001,AQS
05/10/2016,46,Mt Ninham,36-079-0005,AQS
05/11/2016,51,Ramapo,34-031-5001,AQS
05/12/2016,105,Colliers Mills,34-029-0006,AQS
05/13/2016,45,Riverhead,36-103-0004,AQS
05/14/2016,50,Mt Ninham,36-079-0005,AQS
05/15/2016,35,Mt Ninham,36-079-0005,AQS
05/16/2016,43,Millbrook,36-027-0007,AQS
05/17/2016,47,Mt Ninham,36-079-0005,AQS
05/18/2016,44,Mt Ninham,36-079-0005,AQS
05/19/2016,50,Colliers Mills,34-029-0006,AQS
05/20/2016,50,Rutgers University,34-023-0011,AQS
05/21/2016,44,Millbrook,36-027-0007,AQS
05/22/2016,51,Babylon,36-103-0002,AQS
05/23/2016,64,Colliers Mills,34-029-0006,AQS
05/24/2016,58,Colliers Mills,34-029-0006,AQS
05/25/2016,161,Colliers Mills,34-029-0006,AQS
05/26/2016,156,Flemington,34-019-0001,AQS
05/27/2016,122,Millbrook,36-027-0007,AQS
05/28/2016,122,Leonia,34-003-0006,AQS
05/29/2016,93,Mt Ninham,36-079-0005,AQS
05/30/2016,43,Leonia,34-003-0006,AQS
05/31/2016,84,Leonia,34-003-0006,AQS
06/01/2016,112,Flemington,34-019-0001,AQS
06/02/2016,80,Valley Central High School,36-071-5001,AQS
06/03/2016,32,Rockland County,36-087-0005,AQS
06/04/2016,77,Rockland County,36-087-0005,AQS
06/05/2016,36,Babylon,36-103-0002,AQS
06/06/2016,77,Colliers Mills,34-029-0006,AQS
06/07/2016,115,Riverhead,36-103-0004,AQS
06/08/2016,30,Flemington,34-019-0001,AQS
06/09/2016,43,Ramapo,34-031-5001,AQS
06/10/2016,44,Colliers Mills,34-029-0006,AQS
06/11/2016,108,Monmouth University,34-025-0005,AQS
06/12/2016,50,Colliers Mills,34-029-0006,AQS
06/13/2016,34,Colliers Mills,34-029-0006,AQS
06/14/2016,49,Colliers Mills,34-029-0006,AQS
06/15/2016,101,Rutgers University,34-023-0011,AQS
06/16/2016,129,Riverhead,36-103-0004,AQS
06/17/2016,67,Ramapo,34-031-5001,AQS
06/18/2016,100,Newark Firehouse,34-013-0003,AQS
06/19/2016,112,Leonia,34-003-0006,AQS
06/20/2016,129,Ramapo,34-031-5001,AQS
06/21/2016,108,Babylon,36-103-0002,AQS
06/22/2016,67,Riverhead,36-103-0004,AQS
06/23/2016,100,Rutgers University,34-023-0011,AQS
06/24/2016,126,Flemington,34-019-0001,AQS
06/25/2016,93,Rutgers University,34-023-0011,AQS
06/26/2016,126,Mt Ninham,36-079-0005,AQS
06/27/2016,93,Millbrook,36-027-0007,AQS
06/28/2016,43,Millbrook,36-027-0007,AQS
06/29/2016,90,Riverhead,36-103-0004,AQS
06/30/2016,58,Susan Wagner Hs,36-085-0067,AQS
07/01/2016,54,Flemington,34-019-0001,AQS
07/02/2016,39,Riverhead,36-103-0004,AQS
07/03/2016,44,Bayonne,34-017-0006,AQS
07/04/2016,64,White Plains,36-119-2004,AQS
07/05/2016,46,Riverhead,36-103-0004,AQS
07/06/2016,115,Susan Wagner Hs,36-085-0067,AQS
07/07/2016,90,Riverhead,36-103-0004,AQS
07/08/2016,84,Flemington,34-019-0001,AQS
07/09/2016,27,Colliers Mills,34-029-0006,AQS
07/10/2016,40,Colliers Mills,34-029-0006,AQS
07/11/2016,42,Susan Wagner Hs,36-085-0067,AQS
07/12/2016,101,Mt Ninham,36-079-0005,AQS
07/13/2016,80,Millbrook,36-027-0007,AQS
07/14/2016,58,Flemington,34-019-0001,AQS
07/15/2016,126,Riverhead,36-103-0004,AQS
07/16/2016,108,Leonia,34-003-0006,AQS
07/17/2016,101,Is 52,36-005-0110,AQS
07/18/2016,90,Queens College 2,36-081-0124,AQS
07/19/2016,64,Colliers Mills,34-029-0006,AQS
07/20/2016,47,Rutgers University,34-023-0011,AQS
07/21/2016,122,Susan Wagner Hs,36-085-0067,AQS
07/22/2016,140,Queens College 2,36-081-0124,AQS
07/23/2016,71,Colliers Mills,34-029-0006,AQS
07/24/2016,64,Susan Wagner Hs,36-085-0067,AQS
07/25/2016,100,White Plains,36-119-2004,AQS
07/26/2016,58,Colliers Mills,34-029-0006,AQS
07/27/2016,74,Ccny,36-061-0135,AQS
07/28/2016,101,Newark Firehouse,34-013-0003,AQS
07/29/2016,119,Rutgers University,34-023-0011,AQS
07/30/2016,84,Babylon,36-103-0002,AQS
07/31/2016,40,Monmouth University,34-025-0005,AQS
08/01/2016,38,White Plains,36-119-2004,AQS
08/02/2016,29,Rutgers University,34-023-0011,AQS
08/03/2016,42,Chester,34-027-3001,AQS
08/04/2016,49,Ramapo,34-031-5001,AQS
08/05/2016,61,White Plains,36-119-2004,AQS
08/06/2016,47,Is 52,36-005-0110,AQS
08/07/2016,43,Holtsville,36-103-0009,AQS
08/08/2016,49,Susan Wagner Hs,36-085-0067,AQS
08/09/2016,108,Rockland County,36-087-0005,AQS
08/10/2016,37,Flemington,34-019-0001,AQS
08/11/2016,84,Queens College 2,36-081-0124,AQS
08/12/2016,71,Queens College 2,36-081-0124,AQS
08/13/2016,97,Leonia,34-003-0006,AQS
08/14/2016,67,Holtsville,36-103-0009,AQS
08/15/2016,64,Susan Wagner Hs,36-085-0067,AQS
08/16/2016,61,Flemington,34-019-0001,AQS
08/17/2016,45,Colliers Mills,34-029-0006,AQS
08/18/2016,67,Monmouth University,34-025-0005,AQS
08/19/2016,87,Rutgers University,34-023-0011,AQS
08/20/2016,80,Chester,34-027-3001,AQS
08/21/2016,44,Monmouth University,34-025-0005,AQS
08/22/2016,51,Colliers Mills,34-029-0006,AQS
08/23/2016,61,Susan Wagner Hs,36-085-0067,AQS
08/24/2016,115,Rutgers University,34-023-0011,AQS
08/25/2016,77,Millbrook,36-027-0007,AQS
08/26/2016,77,Colliers Mills,34-029-0006,AQS
08/27/2016,87,Chester,34-027-3001,AQS
08/28/2016,80,Rockland County,36-087-0005,AQS
08/29/2016,93,Monmouth University,34-025-0005,AQS
08/30/2016,54,White Plains,36-119-2004,AQS
08/31/2016,90,Rutgers University,34-023-0011,AQS
09/01/2016,44,Monmouth University,34-025-0005,AQS
09/02/2016,39,Colliers Mills,34-029-0006,AQS
09/03/2016,32,Flemington,34-019-0001,AQS
09/04/2016,37,Flemington,34-019-0001,AQS
09/05/2016,33,Susan Wagner Hs,36-085-0067,AQS
09/06/2016,34,Riverhead,36-103-0004,AQS
09/07/2016,44,Colliers Mills,34-029-0006,AQS
09/08/2016,100,Colliers Mills,34-029-0006,AQS
09/09/2016,84,Colliers Mills,34-029-0006,AQS
09/10/2016,100,Rockland County,36-087-0005,AQS
09/11/2016,37,Riverhead,36-103-0004,AQS
09/12/2016,40,Flemington,34-019-0001,AQS
09/13/2016,61,Flemington,34-019-0001,AQS
09/14/2016,101,Colliers Mills,34-029-0006,AQS
09/15/2016,38,Flemington,34-019-0001,AQS
09/16/2016,41,Valley Central High School,36-071-5001,AQS
09/17/2016,48,Millbrook,36-027-0007,AQS
09/18/2016,35,Chester,34-027-3001,AQS
09/19/2016,27,Colliers Mills,34-029-0006,AQS
09/20/2016,40,Flemington,34-019-0001,AQS
09/21/2016,47,Flemington,34-019-0001,AQS
09/22/2016,61,Rockland County,36-087-0005,AQS
09/23/2016,126,Flemington,34-019-0001,AQS
09/24/2016,31,Leonia,34-003-0006,AQS
09/25/2016,35,Riverhead,36-103-0004,AQS
09/26/2016,44,Susan Wagner Hs,36-085-0067,AQS
09/27/2016,43,Ramapo,34-031-5001,AQS
09/28/2016,39,Ramapo,34-031-5001,AQS
09/29/2016,31,Millbrook,36-027-0007,AQS
09/30/2016,31,Riverhead,36-103-0004,AQS
10/01/2016,30,Riverhead,36-103-0004,AQS
10/02/2016,24,Colliers Mills,34-029-0006,AQS
10/03/2016,36,Riverhead,36-103-0004,AQS
10/04/2016,29,Ramapo,34-031-5001,AQS
10/05/2016,35,Ramapo,34-031-5001,AQS
10/06/2016,47,Ramapo,34-031-5001,AQS
10/07/2016,58,Millbrook,36-027-0007,AQS
10/08/2016,31,Riverhead,36-103-0004,AQS
10/09/2016,31,Mt Ninham,36-079-0005,AQS
10/10/2016,33,Flemington,34-019-0001,AQS
10/11/2016,32,Millbrook,36-027-0007,AQS
10/12/2016,34,Flemington,34-019-0001,AQS
10/13/2016,31,Colliers Mills,34-029-0006,AQS
10/14/2016,30,Ramapo,34-031-5001,AQS
10/15/2016,39,Susan Wagner Hs,36-085-0067,AQS
10/16/2016,40,Susan Wagner Hs,36-085-0067,AQS
10/17/2016,45,Susan Wagner Hs,36-085-0067,AQS
10/18/2016,47,Millbrook,36-027-0007,AQS
10/19/2016,44,Flemington,34-019-0001,AQS
10/20/2016,42,Colliers Mills,34-029-0006,AQS
10/21/2016,31,Flemington,34-019-0001,AQS
10/22/2016,25,Colliers Mills,34-029-0006,AQS
10/23/2016,35,Colliers Mills,34-029-0006,AQS
10/24/2016,37,Colliers Mills,34-029-0006,AQS
10/25/2016,32,Riverhead,36-103-0004,AQS
10/26/2016,32,Colliers Mills,34-029-0006,AQS
10/27/2016,34,Colliers Mills,34-029-0006,AQS
10/28/2016,34,Colliers Mills,34-029-0006,AQS
10/29/2016,36,Colliers Mills,34-029-0006,AQS
10/30/2016,45,Colliers Mills,34-029-0006,AQS
10/31/2016,28,Colliers Mills,34-029-0006,AQS
11/01/2016,31,Susan Wagner Hs,36-085-0067,AQS
11/02/2016,30,Flemington,34-019-0001,AQS
11/03/2016,33,Flemington,34-019-0001,AQS
11/04/2016,31,Flemington,34-019-0001,AQS
11/05/2016,31,Flemington,34-019-0001,AQS
11/06/2016,33,Flemington,34-019-0001,AQS
11/07/2016,25,Flemington,34-019-0001,AQS
11/08/2016,33,Chester,34-027-3001,AQS
11/09/2016,28,Chester,34-027-3001,AQS
11/10/2016,31,Mt Ninham,36-079-0005,AQS
11/11/2016,32,Chester,34-027-3001,AQS
11/12/2016,36,Mt Ninham,36-079-0005,AQS
11/13/2016,39,Mt Ninham,36-079-0005,AQS
11/14/2016,44,Rockland County,36-087-0005,AQS
11/15/2016,33,Chester,34-027-3001,AQS
11/16/2016,39,Mt Ninham,36-079-0005,AQS
11/17/2016,31,Mt Ninham,36-079-0005,AQS
11/18/2016,30,Chester,34-027-3001,AQS
11/19/2016,34,Millbrook,36-027-0007,AQS
11/20/2016,39,Susan Wagner Hs,36-085-0067,AQS
11/21/2016,38,Susan Wagner Hs,36-085-0067,AQS
11/22/2016,35,Flemington,34-019-0001,AQS
11/23/2016,33,Millbrook,36-027-0007,AQS
11/24/2016,23,Mt Ninham,36-079-0005,AQS
11/25/2016,15,Mt Ninham,36-079-0005,AQS
11/26/2016,23,Holtsville,36-103-0009,AQS
11/27/2016,35,Susan Wagner Hs,36-085-0067,AQS
11/28/2016,31,Susan Wagner Hs,36-085-0067,AQS
11/29/2016,37,Holtsville,36-103-0009,AQS
11/30/2016,27,Mt Ninham,36-079-0005,AQS
12/01/2016,29,Mt Ninham,36-079-0005,AQS
12/02/2016,24,Rockland County,36-087-0005,AQS
12/03/2016,42,Susan Wagner Hs,36-085-0067,AQS
12/04/2016,40,Susan Wagner Hs,36-085-0067,AQS
12/05/2016,27,Susan Wagner Hs,36-085-0067,AQS
12/06/2016,29,Holtsville,36-103-0009,AQS
12/07/2016,28,Holtsville,36-103-0009,AQS
12/08/2016,26,Susan Wagner Hs,36-085-0067,AQS
12/09/2016,34,Mt Ninham,36-079-0005,AQS
12/10/2016,33,Mt Ninham,36-079-0005,AQS
12/11/2016,26,Mt Ninham,36-079-0005,AQS
12/12/2016,27,Mt Ninham,36-079-0005,AQS
12/13/2016,27,Mt Ninham,36-079-0005,AQS
12/14/2016,32,Mt Ninham,36-079-0005,AQS
12/15/2016,34,Mt Ninham,36-079-0005,AQS
12/16/2016,31,Millbrook,36-027-0007,AQS
12/17/2016,23,Chester,34-027-3001,AQS
12/18/2016,33,Millbrook,36-027-0007,AQS
12/19/2016,36,Mt Ninham,36-079-0005,AQS
12/20/2016,31,Millbrook,36-027-0007,AQS
12/21/2016,28,Mt Ninham,36-079-0005,AQS
12/22/2016,31,Valley Central High School,36-071-5001,AQS
12/23/2016,35,Millbrook,36-027-0007,AQS
12/24/2016,32,Valley Central High School,36-071-5001,AQS
12/25/2016,32,Flemington,34-019-0001,AQS
12/26/2016,34,Holtsville,36-103-0009,AQS
12/27/2016,31,Chester,34-027-3001,AQS
12/28/2016,27,Valley Central High School,36-071-5001,AQS
12/29/2016,30,Mt Ninham,36-079-0005,AQS
12/30/2016,30,Mt Ninham,36-079-0005,AQS
12/31/2016,34,Babylon,36-103-0002,AQS
01/01/2017,34,Chester,34-027-3001,AQS
01/02/2017,33,Holtsville,36-103-0009,AQS
01/03/2017,32,Holtsville,36-103-0009,AQS
01/04/2017,32,Chester,34-027-3001,AQS
01/05/2017,32,Millbrook,36-027-0007,AQS
01/06/2017,31,Chester,34-027-3001,AQS
01/07/2017,32,Chester,34-027-3001,AQS
01/08/2017,33,Chester,34-027-3001,AQS
01/09/2017,30,Chester,34-027-3001,AQS
01/10/2017,36,Holtsville,36-103-0009,AQS
01/11/2017,34,Holtsville,36-103-0009,AQS
01/12/2017,31,Rutgers University,34-023-0011,AQS
01/13/2017,40,Chester,34-027-3001,AQS
01/14/2017,31,Chester,34-027-3001,AQS
01/15/2017,36,Chester,34-027-3001,AQS
01/16/2017,31,Chester,34-027-3001,AQS
01/17/2017,24,Millbrook,36-027-0007,AQS
01/18/2017,31,Holtsville,36-103-0009,AQS
01/19/2017,24,Millbrook,36-027-0007,AQS
01/20/2017,23,Millbrook,36-027-0007,AQS
01/21/2017,13,Millbrook,36-027-0007,AQS
01/22/2017,26,Holtsville,36-103-0009,AQS
01/23/2017,36,Holtsville,36-103-0009,AQS
01/24/2017,36,Holtsville,36-103-0009,AQS
01/25/2017,32,Mt Ninham,36-079-0005,AQS
01/26/2017,35,Mt Ninham,36-079-0005,AQS
01/27/2017,30,Millbrook,36-027-0007,AQS
01/28/2017,28,Millbrook,36-027-0007,AQS
01/29/2017,32,Chester,34-027-3001,AQS
01/30/2017,38,Mt Ninham,36-079-0005,AQS
01/31/2017,31,Mt Ninham,36-079-0005,AQS
02/01/2017,37,Mt Ninham,36-079-0005,AQS
02/02/2017,36,Mt Ninham,36-079-0005,AQS
02/03/2017,38,Mt Ninham,36-079-0005,AQS
02/04/2017,40,Mt Ninham,36-079-0005,AQS
02/05/2017,33,Millbrook,36-027-0007,AQS
02/06/2017,39,Millbrook,36-027-0007,AQS
02/07/2017,30,Millbrook,36-027-0007,AQS
02/08/2017,32,Colliers Mills,34-029-0006,AQS
02/09/2017,38,Flemington,34-019-0001,AQS
02/10/2017,38,Mt Ninham,36-079-0005,AQS
02/11/2017,34,Chester,34-027-3001,AQS
02/12/2017,31,Millbrook,36-027-0007,AQS
02/13/2017,35,Flemington,34-019-0001,AQS
02/14/2017,39,Millbrook,36-027-0007,AQS
02/15/2017,39,Valley Central High School,36-071-5001,AQS
