Date,PM2.5 AQI Value,Site Name,Site ID,Source
06/18/2011,70,Jersey City Firehouse,34-017-1003,AQS
06/19/2011,56,Elizabeth Lab,34-039-0004,AQS
06/20/2011,71,Elizabeth Lab,34-039-0004,AQS
06/21/2011,68,Elizabeth Lab,34-039-0004,AQS
06/22/2011,73,Elizabeth Lab,34-039-0004,AQS
06/23/2011,104,Elizabeth Lab,34-039-0004,AQS
06/24/2011,62,Elizabeth Lab,34-039-0004,AQS
06/25/2011,58,Elizabeth Lab,34-039-0004,AQS
06/26/2011,57,Eisenhower Park,36-059-0005,AQS
06/27/2011,56,Elizabeth Lab,34-039-0004,AQS
06/28/2011,80,Elizabeth Lab,34-039-0004,AQS
06/29/2011,62,New Brunswick,34-023-0006,AQS
06/30/2011,41,Jersey City Firehouse,34-017-1003,AQS
07/01/2011,51,Ps 19,36-061-0128,AQS
07/02/2011,58,Ps 19,36-061-0128,AQS
07/03/2011,92,Ps 19,36-061-0128,AQS
07/04/2011,92,Holtsville,36-103-0009,AQS
07/05/2011,65,Toms River,34-029-2002,AQS
07/06/2011,85,Jersey City Firehouse,34-017-1003,AQS
07/07/2011,74,Eisenhower Park,36-059-0005,AQS
07/08/2011,99,Elizabeth Lab,34-039-0004,AQS
07/09/2011,51,Flemington,34-019-0001,AQS
07/10/2011,60,Ps 19,36-061-0128,AQS
07/11/2011,80,Elizabeth Lab,34-039-0004,AQS
07/12/2011,63,Elizabeth Lab,34-039-0004,AQS
07/13/2011,55,Toms River,34-029-2002,AQS
07/14/2011,59,New Brunswick,34-023-0006,AQS
07/15/2011,51,Elizabeth Lab,34-039-0004,AQS
07/16/2011,64,Newburgh,36-071-0002,AQS
07/17/2011,57,Newburgh,36-071-0002,AQS
07/18/2011,81,Eisenhower Park,36-059-0005,AQS
07/19/2011,84,Elizabeth Lab,34-039-0004,AQS
07/20/2011,102,Elizabeth Lab,34-039-0004,AQS
07/21/2011,110,Ps 19,36-061-0128,AQS
07/22/2011,104,Eisenhower Park,36-059-0005,AQS
07/23/2011,82,Toms River,34-029-2002,AQS
07/24/2011,82,Eisenhower Park,36-059-0005,AQS
07/25/2011,54,Elizabeth Lab,34-039-0004,AQS
07/26/2011,60,Jersey City Firehouse,34-017-1003,AQS
07/27/2011,38,Toms River,34-029-2002,AQS
07/28/2011,66,Ps 19,36-061-0128,AQS
07/29/2011,85,Ps 19,36-061-0128,AQS
07/30/2011,66,Jersey City Firehouse,34-017-1003,AQS
07/31/2011,44,Jersey City Firehouse,34-017-1003,AQS
08/01/2011,76,Ps 19,36-061-0128,AQS
08/02/2011,74,Toms River,34-029-2002,AQS
08/03/2011,66,Ps 19,36-061-0128,AQS
08/04/2011,54,Elizabeth Lab,34-039-0004,AQS
08/05/2011,54,Jersey City Firehouse,34-017-1003,AQS
08/06/2011,46,Toms River,34-029-2002,AQS
08/07/2011,75,Babylon,36-103-0002,AQS
08/08/2011,62,Toms River,34-029-2002,AQS
08/09/2011,69,Is 74,36-005-0112,AQS
08/10/2011,82,Division Street,36-061-0134,AQS
08/11/2011,37,Flemington,34-019-0001,AQS
08/12/2011,30,Flemington,34-019-0001,AQS
08/13/2011,60,Chester,34-027-3001,AQS
08/14/2011,37,Elizabeth Lab,34-039-0004,AQS
08/15/2011,38,Elizabeth Lab,34-039-0004,AQS
08/16/2011,27,Division Street,36-061-0134,AQS
08/17/2011,80,Queens College 2,36-081-0124,AQS
08/18/2011,51,Flemington,34-019-0001,AQS
08/19/2011,86,Newburgh,36-071-0002,AQS
08/20/2011,65,Jersey City Firehouse,34-017-1003,AQS
08/21/2011,58,Jersey City Firehouse,34-017-1003,AQS
08/22/2011,41,Division Street,36-061-0134,AQS
08/23/2011,38,Newark Firehouse,34-013-0003,AQS
08/24/2011,48,Elizabeth Lab,34-039-0004,AQS
08/25/2011,71,Elizabeth Lab,34-039-0004,AQS
08/26/2011,55,Flemington,34-019-0001,AQS
08/27/2011,41,Rockland County,36-087-0005,AQS
08/28/2011,33,Queens College 2,36-081-0124,AQS
08/29/2011,37,Rahway,34-039-2003,AQS
08/30/2011,43,Rahway,34-039-2003,AQS
08/31/2011,59,Elizabeth Lab,34-039-0004,AQS
09/01/2011,56,Elizabeth Lab,34-039-0004,AQS
09/02/2011,52,Rockland County,36-087-0005,AQS
09/03/2011,66,Fort Lee Library,34-003-0003,AQS
09/04/2011,79,Newburgh,36-071-0002,AQS
09/05/2011,41,Flemington,34-019-0001,AQS
09/06/2011,33,Richmond Post Office,36-085-0055,AQS
09/07/2011,36,Elizabeth Lab,34-039-0004,AQS
09/08/2011,31,Elizabeth Lab,34-039-0004,AQS
09/09/2011,39,Division Street,36-061-0134,AQS
09/10/2011,40,Toms River,34-029-2002,AQS
09/11/2011,34,Elizabeth Lab,34-039-0004,AQS
09/12/2011,60,Elizabeth Lab,34-039-0004,AQS
09/13/2011,77,Is 74,36-005-0112,AQS
09/14/2011,79,Ps 154,36-005-0113,AQS
09/15/2011,61,Jhs 126,36-047-0122,AQS
09/16/2011,19,Jersey City Firehouse,34-017-1003,AQS
09/17/2011,23,Rahway,34-039-2003,AQS
09/18/2011,31,New Brunswick,34-023-0006,AQS
09/19/2011,29,Elizabeth Lab,34-039-0004,AQS
09/20/2011,43,Elizabeth Lab,34-039-0004,AQS
09/21/2011,67,Elizabeth Lab,34-039-0004,AQS
09/22/2011,47,Elizabeth Lab,34-039-0004,AQS
09/23/2011,45,Elizabeth Lab,34-039-0004,AQS
09/24/2011,52,Newark Firehouse,34-013-0003,AQS
09/25/2011,52,Jersey City Firehouse,34-017-1003,AQS
09/26/2011,62,Elizabeth Lab,34-039-0004,AQS
09/27/2011,59,Division Street,36-061-0134,AQS
09/28/2011,40,Elizabeth Lab,34-039-0004,AQS
09/29/2011,50,Elizabeth Lab,34-039-0004,AQS
09/30/2011,62,Rahway,34-039-2003,AQS
10/01/2011,54,Elizabeth Lab,34-039-0004,AQS
10/02/2011,28,Elizabeth Lab,34-039-0004,AQS
10/03/2011,29,Division Street,36-061-0134,AQS
10/04/2011,29,Maspeth Library,36-081-0120,AQS
10/05/2011,35,Richmond Post Office,36-085-0055,AQS
10/06/2011,35,Richmond Post Office,36-085-0055,AQS
10/07/2011,42,Richmond Post Office,36-085-0055,AQS
10/08/2011,56,Ps 274,36-047-0118,AQS
10/09/2011,67,Ps 19,36-061-0128,AQS
10/10/2011,67,Richmond Post Office,36-085-0055,AQS
10/11/2011,54,Flemington,34-019-0001,AQS
10/12/2011,37,Flemington,34-019-0001,AQS
10/13/2011,37,Elizabeth Lab,34-039-0004,AQS
10/14/2011,40,Elizabeth Lab,34-039-0004,AQS
10/15/2011,46,Elizabeth Lab,34-039-0004,AQS
10/16/2011,29,Elizabeth Lab,34-039-0004,AQS
10/17/2011,38,Is 74,36-005-0112,AQS
10/18/2011,59,Division Street,36-061-0134,AQS
10/19/2011,46,Elizabeth Lab,34-039-0004,AQS
10/20/2011,31,Elizabeth Lab,34-039-0004,AQS
10/21/2011,58,Division Street,36-061-0134,AQS
10/22/2011,34,Rahway,34-039-2003,AQS
10/23/2011,50,Flemington,34-019-0001,AQS
10/24/2011,68,Is 74,36-005-0112,AQS
10/25/2011,43,Is 74,36-005-0112,AQS
10/26/2011,61,Is 74,36-005-0112,AQS
10/27/2011,55,Division Street,36-061-0134,AQS
10/28/2011,30,Rahway,34-039-2003,AQS
10/29/2011,22,Jersey City Firehouse,34-017-1003,AQS
10/30/2011,57,Is 74,36-005-0112,AQS
10/31/2011,72,Is 74,36-005-0112,AQS
11/01/2011,60,Richmond Post Office,36-085-0055,AQS
11/02/2011,80,Union City,34-017-2002,AQS
11/03/2011,74,Is 74,36-005-0112,AQS
11/04/2011,46,Is 74,36-005-0112,AQS
11/05/2011,45,Is 74,36-005-0112,AQS
11/06/2011,58,Richmond Post Office,36-085-0055,AQS
11/07/2011,65,Is 74,36-005-0112,AQS
11/08/2011,92,Jersey City Firehouse,34-017-1003,AQS
11/09/2011,77,Is 74,36-005-0112,AQS
11/10/2011,69,Jersey City Firehouse,34-017-1003,AQS
11/11/2011,40,Is 74,36-005-0112,AQS
11/12/2011,56,Is 74,36-005-0112,AQS
11/13/2011,58,Eisenhower Park,36-059-0005,AQS
11/14/2011,63,Is 74,36-005-0112,AQS
11/15/2011,57,Is 74,36-005-0112,AQS
11/16/2011,50,Is 74,36-005-0112,AQS
11/17/2011,40,Is 74,36-005-0112,AQS
11/18/2011,48,Is 74,36-005-0112,AQS
11/19/2011,54,Is 74,36-005-0112,AQS
11/20/2011,62,Is 74,36-005-0112,AQS
11/21/2011,52,Is 74,36-005-0112,AQS
11/22/2011,48,Elizabeth Lab,34-039-0004,AQS
11/23/2011,64,Queens College 2,36-081-0124,AQS
11/24/2011,53,Is 74,36-005-0112,AQS
11/25/2011,58,Is 74,36-005-0112,AQS
11/26/2011,73,Is 74,36-005-0112,AQS
11/27/2011,81,Is 74,36-005-0112,AQS
11/28/2011,53,Is 74,36-005-0112,AQS
11/29/2011,48,Elizabeth Lab,34-039-0004,AQS
11/30/2011,34,Is 74,36-005-0112,AQS
12/01/2011,56,Is 74,36-005-0112,AQS
12/02/2011,69,Is 74,36-005-0112,AQS
12/03/2011,53,Eisenhower Park,36-059-0005,AQS
12/04/2011,63,Is 74,36-005-0112,AQS
12/05/2011,87,Paterson,34-031-0005,AQS
12/06/2011,49,Is 74,36-005-0112,AQS
12/07/2011,43,Division Street,36-061-0134,AQS
12/08/2011,52,Is 74,36-005-0112,AQS
12/09/2011,63,Elizabeth Lab,34-039-0004,AQS
12/10/2011,52,Is 74,36-005-0112,AQS
12/11/2011,60,Flemington,34-019-0001,AQS
12/12/2011,95,Eisenhower Park,36-059-0005,AQS
12/13/2011,77,Eisenhower Park,36-059-0005,AQS
12/14/2011,75,Elizabeth Lab,34-039-0004,AQS
12/15/2011,67,Ps 154,36-005-0113,AQS
12/16/2011,43,Is 74,36-005-0112,AQS
12/17/2011,42,Maspeth Library,36-081-0120,AQS
12/18/2011,46,Rahway,34-039-2003,AQS
12/19/2011,77,Elizabeth Lab,34-039-0004,AQS
12/20/2011,55,Is 74,36-005-0112,AQS
12/21/2011,70,Is 74,36-005-0112,AQS
12/22/2011,55,Ps 274,36-047-0118,AQS
12/23/2011,46,Maspeth Library,36-081-0120,AQS
12/24/2011,47,Eisenhower Park,36-059-0005,AQS
12/25/2011,56,Elizabeth Lab,34-039-0004,AQS
12/26/2011,51,Is 74,36-005-0112,AQS
12/27/2011,53,Eisenhower Park,36-059-0005,AQS
12/28/2011,46,Is 74,36-005-0112,AQS
12/29/2011,54,Is 74,36-005-0112,AQS
12/30/2011,79,Is 74,36-005-0112,AQS
12/31/2011,76,Is 74,36-005-0112,AQS
01/01/2012,63,Is 74,36-005-0112,AQS
01/02/2012,45,Is 74,36-005-0112,AQS
01/03/2012,54,Is 74,36-005-0112,AQS
01/04/2012,63,Is 74,36-005-0112,AQS
01/05/2012,67,Is 74,36-005-0112,AQS
01/06/2012,85,Is 74,36-005-0112,AQS
01/07/2012,80,Is 74,36-005-0112,AQS
01/08/2012,47,Is 74,36-005-0112,AQS
01/09/2012,55,Is 74,36-005-0112,AQS
01/10/2012,67,Elizabeth Lab,34-039-0004,AQS
01/11/2012,65,Eisenhower Park,36-059-0005,AQS
01/12/2012,49,Ps 19,36-061-0128,AQS
01/13/2012,65,Queens College 2,36-081-0124,AQS
01/14/2012,55,Is 74,36-005-0112,AQS
01/15/2012,45,Is 74,36-005-0112,AQS
01/16/2012,55,Is 74,36-005-0112,AQS
01/17/2012,78,Is 74,36-005-0112,AQS
01/18/2012,53,Is 74,36-005-0112,AQS
01/19/2012,64,Elizabeth Lab,34-039-0004,AQS
01/20/2012,56,Is 74,36-005-0112,AQS
01/21/2012,61,Ccny,36-061-0135,AQS
01/22/2012,59,Ps 19,36-061-0128,AQS
01/23/2012,60,Elizabeth Lab,34-039-0004,AQS
01/24/2012,69,Is 74,36-005-0112,AQS
01/25/2012,57,Is 74,36-005-0112,AQS
01/26/2012,66,Union City,34-017-2002,AQS
01/27/2012,58,Is 74,36-005-0112,AQS
01/28/2012,63,Division Street,36-061-0134,AQS
01/29/2012,35,Is 74,36-005-0112,AQS
01/30/2012,52,Is 74,36-005-0112,AQS
01/31/2012,58,Is 74,36-005-0112,AQS
02/01/2012,60,Is 74,36-005-0112,AQS
02/02/2012,58,Ccny,36-061-0135,AQS
02/03/2012,48,Holtsville,36-103-0009,AQS
02/04/2012,54,Toms River,34-029-2002,AQS
02/05/2012,52,Holtsville,36-103-0009,AQS
02/06/2012,58,Is 74,36-005-0112,AQS
02/07/2012,57,Is 74,36-005-0112,AQS
02/08/2012,54,Ps 19,36-061-0128,AQS
02/09/2012,55,Newark Firehouse,34-013-0003,AQS
02/10/2012,69,Elizabeth Lab,34-039-0004,AQS
02/11/2012,68,Elizabeth Lab,34-039-0004,AQS
02/12/2012,58,Toms River,34-029-2002,AQS
02/13/2012,52,Elizabeth Lab,34-039-0004,AQS
02/14/2012,65,New Brunswick,34-023-0006,AQS
02/15/2012,84,Division Street,36-061-0134,AQS
02/16/2012,77,Elizabeth Lab,34-039-0004,AQS
02/17/2012,57,Elizabeth Lab,34-039-0004,AQS
02/18/2012,47,Is 74,36-005-0112,AQS
02/19/2012,37,Ps 154,36-005-0113,AQS
02/20/2012,37,Is 74,36-005-0112,AQS
02/21/2012,48,Eisenhower Park,36-059-0005,AQS
02/22/2012,53,Is 293,36-047-0121,AQS
02/23/2012,51,Is 293,36-047-0121,AQS
02/24/2012,50,Jersey City Firehouse,34-017-1003,AQS
02/25/2012,42,White Plains,36-119-2004,AQS
02/26/2012,42,Holtsville,36-103-0009,AQS
02/27/2012,66,Ps 154,36-005-0113,AQS
02/28/2012,54,Ps 314,36-047-0052,AQS
02/29/2012,54,Elizabeth Lab,34-039-0004,AQS
03/01/2012,55,Ps 19,36-061-0128,AQS
03/02/2012,36,Ps 154,36-005-0113,AQS
03/03/2012,37,Ps 19,36-061-0128,AQS
03/04/2012,42,Is 74,36-005-0112,AQS
03/05/2012,42,Ps 314,36-047-0052,AQS
03/06/2012,46,Is 74,36-005-0112,AQS
03/07/2012,61,Is 74,36-005-0112,AQS
03/08/2012,57,Is 74,36-005-0112,AQS
03/09/2012,32,Ps 19,36-061-0128,AQS
03/10/2012,56,Fort Lee Library,34-003-0003,AQS
03/11/2012,54,Rahway,34-039-2003,AQS
03/12/2012,66,Is 74,36-005-0112,AQS
03/13/2012,65,Is 74,36-005-0112,AQS
03/14/2012,54,Ps 314,36-047-0052,AQS
03/15/2012,55,Elizabeth Lab,34-039-0004,AQS
03/16/2012,83,Division Street,36-061-0134,AQS
03/17/2012,63,Jersey City Firehouse,34-017-1003,AQS
03/18/2012,58,Is 74,36-005-0112,AQS
03/19/2012,83,Queens College 2,36-081-0124,AQS
03/20/2012,60,Division Street,36-061-0134,AQS
03/21/2012,57,Elizabeth Lab,34-039-0004,AQS
03/22/2012,62,Division Street,36-061-0134,AQS
03/23/2012,59,Ps 314,36-047-0052,AQS
03/24/2012,37,Elizabeth Lab,34-039-0004,AQS
03/25/2012,46,Elizabeth Lab,34-039-0004,AQS
03/26/2012,45,Ps 314,36-047-0052,AQS
03/27/2012,30,Queens College 2,36-081-0124,AQS
03/28/2012,54,Is 74,36-005-0112,AQS
03/29/2012,20,Is 74,36-005-0112,AQS
03/30/2012,26,Is 74,36-005-0112,AQS
03/31/2012,38,Pfizer Lab Site,36-005-0133,AQS
04/01/2012,47,Queens College 2,36-081-0124,AQS
04/02/2012,20,Ps 19,36-061-0128,AQS
04/03/2012,27,Ps 314,36-047-0052,AQS
04/04/2012,47,Ps 314,36-047-0052,AQS
04/05/2012,23,Maspeth Library,36-081-0120,AQS
04/06/2012,34,Division Street,36-061-0134,AQS
04/07/2012,26,Maspeth Library,36-081-0120,AQS
04/08/2012,29,Is 293,36-047-0121,AQS
04/09/2012,44,Morrisania,36-005-0080,AQS
04/10/2012,68,Elizabeth Lab,34-039-0004,AQS
04/11/2012,31,Maspeth Library,36-081-0120,AQS
04/12/2012,26,Ps 19,36-061-0128,AQS
04/13/2012,27,Is 74,36-005-0112,AQS
04/14/2012,55,Eisenhower Park,36-059-0005,AQS
04/15/2012,85,Queens College 2,36-081-0124,AQS
04/16/2012,85,Is 74,36-005-0112,AQS
04/17/2012,40,Queens College 2,36-081-0124,AQS
04/18/2012,43,Ps 19,36-061-0128,AQS
04/19/2012,47,Jersey City Firehouse,34-017-1003,AQS
04/20/2012,37,Elizabeth Lab,34-039-0004,AQS
04/21/2012,46,Union City,34-017-2002,AQS
04/22/2012,15,Toms River,34-029-2002,AQS
04/23/2012,25,Elizabeth Lab,34-039-0004,AQS
04/24/2012,83,Newark Firehouse,34-013-0003,AQS
04/25/2012,49,Eisenhower Park,36-059-0005,AQS
04/26/2012,61,Elizabeth Lab,34-039-0004,AQS
04/27/2012,31,Ps 19,36-061-0128,AQS
04/28/2012,30,Rahway,34-039-2003,AQS
04/29/2012,30,Rahway,34-039-2003,AQS
04/30/2012,33,Rahway,34-039-2003,AQS
05/01/2012,46,Newark Firehouse,34-013-0003,AQS
05/02/2012,33,Elizabeth Lab,34-039-0004,AQS
05/03/2012,63,Newark Firehouse,34-013-0003,AQS
05/04/2012,53,Newark Firehouse,34-013-0003,AQS
05/05/2012,59,Newark Firehouse,34-013-0003,AQS
05/06/2012,38,Chester,34-027-3001,AQS
05/07/2012,44,Elizabeth Lab,34-039-0004,AQS
05/08/2012,39,Elizabeth Lab,34-039-0004,AQS
05/09/2012,63,Division Street,36-061-0134,AQS
05/10/2012,27,Flemington,34-019-0001,AQS
05/11/2012,33,Rahway,34-039-2003,AQS
05/12/2012,52,Chester,34-027-3001,AQS
05/13/2012,58,Is 74,36-005-0112,AQS
05/14/2012,53,Flemington,34-019-0001,AQS
05/15/2012,58,Newark Firehouse,34-013-0003,AQS
05/16/2012,64,Elizabeth Lab,34-039-0004,AQS
05/17/2012,33,Toms River,34-029-2002,AQS
05/18/2012,33,Is 45,36-061-0079,AQS
05/19/2012,38,Jersey City Firehouse,34-017-1003,AQS
05/20/2012,39,Newark Firehouse,34-013-0003,AQS
